"ID","SID","city","state"
754,26,"Umaria","Madhya Pradesh"
755,26,"Vidisha","Madhya Pradesh"
756,3,"Amravati","Maharashtra"
757,3,"Ahmednagar","Maharashtra"
758,3,"Latur","Maharashtra"
759,3,"Sindhudurg","Maharashtra"
760,3,"Solapur","Maharashtra"
761,3,"Akola","Maharashtra"
762,3,"Akola","Maharashtra"
763,3,"Pune","Maharashtra"
764,3,"Raigad","Maharashtra"
765,3,"Beed","Maharashtra"
766,3,"Solapur","Maharashtra"
767,3,"Beed","Maharashtra"
768,3,"Raigad","Maharashtra"
769,3,"Amravati","Maharashtra"
770,3,"Solapur","Maharashtra"
771,3,"Wardha","Maharashtra"
772,3,"Sangli","Maharashtra"
773,3,"Aurangabad","Maharashtra"
774,3,"Latur","Maharashtra"
775,3,"Pune","Maharashtra"
776,3,"Bhandara","Maharashtra"
777,3,"Beed","Maharashtra"
778,3,"Thane","Maharashtra"
779,3,"Jalgaon","Maharashtra"
780,3,"Buldhana","Maharashtra"
781,3,"Jalgaon","Maharashtra"
782,3,"Chandrapur","Maharashtra"
783,3,"Thane","Maharashtra"
784,3,"Ratnagiri","Maharashtra"
785,3,"Pune","Maharashtra"
786,3,"Sindhudurg","Maharashtra"
787,3,"Dhule","Maharashtra"
788,3,"Thane","Maharashtra"
789,3,"Ahmednagar","Maharashtra"
790,3,"Gadchiroli","Maharashtra"
791,3,"Yavatmal","Maharashtra"
792,3,"Gondia","Maharashtra"
793,3,"Hingoli","Maharashtra"
794,3,"Kolhapur","Maharashtra"
795,3,"Jalgaon","Maharashtra"
796,3,"Jalna","Maharashtra"
797,3,"Pune","Maharashtra"
798,3,"Thane","Maharashtra"
799,3,"Nagpur","Maharashtra"
800,3,"Satara","Maharashtra"
801,3,"Raigad","Maharashtra"
802,3,"Kolhapur","Maharashtra"
803,3,"Latur","Maharashtra"
804,3,"Nanded","Maharashtra"
805,3,"Buldhana","Maharashtra"
806,3,"Pune","Maharashtra"
807,3,"Satara","Maharashtra"
808,3,"Raigad","Maharashtra"
809,3,"Thane","Maharashtra"
810,3,"Nashik","Maharashtra"
811,3,"Buldhana","Maharashtra"
812,3,"Pune","Maharashtra"
813,3,"Solapur","Maharashtra"
814,3,"Washim","Maharashtra"
815,3,"Beed","Maharashtra"
816,3,"Nashik","Maharashtra"
817,3,"Parbhani","Maharashtra"
818,3,"Buldhana","Maharashtra"
819,3,"Satara","Maharashtra"
820,3,"Thane","Maharashtra"
821,3,"Sangli","Maharashtra"
822,3,"Amravati","Maharashtra"
823,3,"Nanded","Maharashtra"
824,3,"Chandrapur","Maharashtra"
825,3,"Mumbai","Maharashtra"
826,3,"Akola","Maharashtra"
827,3,"Nagpur","Maharashtra"
828,3,"Thane","Maharashtra"
829,3,"Nanded","Maharashtra"
830,3,"Raigad","Maharashtra"
831,3,"Buldhana","Maharashtra"
832,3,"Nandurbar","Maharashtra"
833,3,"Solapur","Maharashtra"
834,3,"Nashik","Maharashtra"
835,3,"Thane","Maharashtra"
836,3,"Nandurbar","Maharashtra"
837,3,"Latur","Maharashtra"
838,3,"Osmanabad","Maharashtra"
839,3,"Nashik","Maharashtra"
840,3,"Jalgaon","Maharashtra"
841,3,"Aurangabad","Maharashtra"
842,3,"Palghar","Maharashtra"
843,3,"Yavatmal","Maharashtra"
844,3,"Solapur","Maharashtra"
845,3,"Raigad","Maharashtra"
846,3,"Parbhani","Maharashtra"
847,3,"Beed","Maharashtra"
848,3,"Jalgaon","Maharashtra"
849,3,"Jalna","Maharashtra"
850,3,"Ahmednagar","Maharashtra"
851,3,"Parbhani","Maharashtra"
852,3,"Akola","Maharashtra"
853,3,"Bhandara","Maharashtra"
854,3,"Raigad","Maharashtra"
855,3,"Satara","Maharashtra"
856,3,"Wardha","Maharashtra"
857,3,"Pune","Maharashtra"
858,3,"Parbhani","Maharashtra"
859,3,"Yavatmal","Maharashtra"
860,3,"Raigad","Maharashtra"
861,3,"Ratnagiri","Maharashtra"
862,3,"Sangli","Maharashtra"
863,3,"Satara","Maharashtra"
864,3,"Sindhudurg","Maharashtra"
865,3,"Solapur","Maharashtra"
866,3,"Thane","Maharashtra"
867,3,"Wardha","Maharashtra"
868,3,"Washim","Maharashtra"
869,3,"Yavatmal","Maharashtra"
870,32,"Bishnupur","Manipur"
871,32,"Chandel","Manipur"
872,32,"Churachandpur","Manipur"
873,32,"Imphal East","Manipur"
874,32,"Imphal West","Manipur"
875,32,"Senapati","Manipur"
876,32,"Tamenglong","Manipur"
877,32,"Thoubal","Manipur"
878,32,"Ukhrul","Manipur"
879,33,"East Garo Hills","Meghalaya"
880,33,"East Khasi Hills","Meghalaya"
881,33,"West Jaintia Hills","Meghalaya"
882,33,"Ri-Bhoi","Meghalaya"
883,33,"South Garo Hills","Meghalaya"
884,33,"West Garo Hills","Meghalaya"
885,33,"West Khasi Hills","Meghalaya"
886,13,"Aizawl","Mizoram"
887,13,"Champhai","Mizoram"
888,13,"Kolasib","Mizoram"
889,13,"Lawngtlai","Mizoram"
890,13,"Lunglei","Mizoram"
891,13,"Mamit","Mizoram"
892,13,"Saiha","Mizoram"
893,13,"Serchhip","Mizoram"
894,30,"Dimapur","Nagaland"
895,30,"Kiphire","Nagaland"
896,30,"Kohima","Nagaland"
897,30,"Longleng","Nagaland"
898,30,"Mokokchung","Nagaland"
899,30,"Mon","Nagaland"
900,30,"Peren","Nagaland"
901,30,"Phek","Nagaland"
902,30,"Tuensang","Nagaland"
903,30,"Wokha","Nagaland"
904,30,"Zunheboto","Nagaland"
905,22,"Kendujhar","Odisha"
906,22,"Angul","Odisha"
907,22,"Angul","Odisha"
908,22,"Ganjam","Odisha"
909,22,"Balangir","Odisha"
910,22,"Balasore","Odisha"
911,22,"Balasore","Odisha"
912,22,"Sundargarh","Odisha"
913,22,"Kendujhar","Odisha"
914,22,"Bargarh","Odisha"
915,22,"Bargarh","Odisha"
916,22,"Mayurbhanj","Odisha"
917,22,"Bhadrak","Odisha"
918,22,"Jharsuguda","Odisha"
919,22,"Ganjam","Odisha"
920,22,"Bhadrak","Odisha"
921,22,"Kalahandi","Odisha"
922,22,"Dhenkanal","Odisha"
923,22,"Khordha","Odisha"
924,22,"Sundargarh","Odisha"
925,22,"Boudh","Odisha"
926,22,"Ganjam","Odisha"
927,22,"Jharsuguda","Odisha"
928,22,"Sambalpur","Odisha"
929,22,"Jajpur","Odisha"
930,22,"Cuttack","Odisha"
931,22,"Deogarh","Odisha"
932,22,"Dhenkanal","Odisha"
933,22,"Deogarh","Odisha"
934,22,"Ganjam","Odisha"
935,22,"Gajapati","Odisha"
936,22,"Rayagada","Odisha"
937,22,"Ganjam","Odisha"
938,22,"Jagatsinghpur","Odisha"
939,22,"Jajpur","Odisha"
940,22,"Balasore","Odisha"
941,22,"Khordha","Odisha"
942,22,"Koraput","Odisha"
943,22,"Jharsuguda","Odisha"
944,22,"Kendujhar","Odisha"
945,22,"Kalahandi","Odisha"
946,22,"Balangir","Odisha"
947,22,"Mayurbhanj","Odisha"
948,22,"Kendrapara","Odisha"
949,22,"Kendujhar","Odisha"
950,22,"Kandhamal","Odisha"
951,22,"Khordha","Odisha"
952,22,"Koraput","Odisha"
953,22,"Sambalpur","Odisha"
955,22,"Malkangiri","Odisha"
956,22,"Mayurbhanj","Odisha"
957,22,"Nabarangpur","Odisha"
958,22,"Nayagarh","Odisha"
959,22,"Nuapada","Odisha"
960,22,"Jagatsinghpur","Odisha"
961,22,"Gajapati","Odisha"
962,22,"Kendrapara","Odisha"
963,22,"Kandhamal","Odisha"
964,22,"Puri","Odisha"
965,22,"Rayagada","Odisha"
966,22,"Sambalpur","Odisha"
967,22,"Subarnapur","Odisha"
968,22,"Sundargarh","Odisha"
969,34,"Karaikal","Puducherry"
970,34,"Mahe","Puducherry"
971,34,"Pondicherry","Puducherry"
972,12,"Sangrur","Punjab"
973,12,"Amritsar","Punjab"
974,12,"Barnala","Punjab"
975,12,"Gurdaspur","Punjab"
976,12,"Bathinda","Punjab"
977,12,"Moga","Punjab"
978,12,"Mansa","Punjab"
979,12,"Hoshiarpur","Punjab"
980,12,"Sangrur","Punjab"
981,12,"Gurdaspur","Punjab"
982,12,"Faridkot","Punjab"
983,12,"Fazilka","Punjab"
984,12,"Ferozepur","Punjab"
985,12,"Ferozepur","Punjab"
986,12,"Fatehgarh Sahib","Punjab"
987,12,"Sri Muktsar Sahib","Punjab"
988,12,"Ludhiana","Punjab"
989,12,"Gurdaspur","Punjab"
990,12,"Hoshiarpur","Punjab"
991,12,"Ludhiana","Punjab"
992,12,"Faridkot","Punjab"
993,12,"Fazilka","Punjab"
994,12,"Jalandhar","Punjab"
995,12,"Jalandhar","Punjab"
996,12,"Jalandhar","Punjab"
997,12,"Hoshiarpur","Punjab"
998,12,"Kapurthala","Punjab"
999,12,"Sahibzada Ajit Singh Nagar","Punjab"
1000,12,"Jalandhar","Punjab"
1001,12,"Ludhiana","Punjab"
1002,12,"Sahibzada Ajit Singh Nagar","Punjab"
1003,12,"Faridkot","Punjab"
1004,12,"Sahibzada Ajit Singh Nagar","Punjab"
1005,12,"Sangrur","Punjab"
1006,12,"Ludhiana","Punjab"
1007,12,"Sangrur","Punjab"
1008,12,"Sri Muktsar Sahib","Punjab"
1009,12,"Mansa","Punjab"
1010,12,"Bathinda","Punjab"
1011,12,"Moga","Punjab"
1012,12,"Sahibzada Ajit Singh Nagar","Punjab"
1013,12,"Rupnagar","Punjab"
1014,12,"Sri Muktsar Sahib","Punjab"
1015,12,"Hoshiarpur","Punjab"
1016,12,"Sri Muktsar Sahib","Punjab"
1017,12,"Patiala","Punjab"
1018,12,"Jalandhar","Punjab"
1019,12,"Rupnagar","Punjab"
1020,12,"Shaheed Bhagat Singh Nagar","Punjab"
1021,12,"Pathankot","Punjab"
1022,12,"Patiala","Punjab"
1023,12,"Patiala","Punjab"
1024,12,"Tarn Taran","Punjab"
1025,12,"Kapurthala","Punjab"
1026,12,"Jalandhar","Punjab"
1027,12,"Rupnagar","Punjab"
1028,12,"Sangrur","Punjab"
1029,12,"Shaheed Bhagat Singh Nagar","Punjab"
1030,12,"Tarn Taran","Punjab"
1031,14,"Ajmer","Rajasthan"
1032,14,"Alwar","Rajasthan"
1033,14,"Pali","Rajasthan"
1034,14,"Dausa","Rajasthan"
1035,14,"Banswara","Rajasthan"
1036,14,"Baran","Rajasthan"
1037,14,"Barmer","Rajasthan"
1038,14,"Ajmer","Rajasthan"
1039,14,"Bharatpur","Rajasthan"
1040,14,"Bhilwara","Rajasthan"
1041,14,"Jalore","Rajasthan"
1042,14,"Bikaner","Rajasthan"
1043,14,"Jodhpur","Rajasthan"
1044,14,"Alwar","Rajasthan"
1045,14,"Bundi","Rajasthan"
1046,14,"Chittaurgarh","Rajasthan"
1047,14,"Churu","Rajasthan"
1048,14,"Dausa","Rajasthan"
1049,14,"Dhaulpur","Rajasthan"
1050,14,"Pali","Rajasthan"
1051,14,"Dungarpur","Rajasthan"
1052,14,"Pali","Rajasthan"
1053,14,"Sikar","Rajasthan"
1054,14,"Sri Ganganagar","Rajasthan"
1055,14,"Hanumangarh","Rajasthan"
1056,14,"Sikar","Rajasthan"
1057,14,"Jaipur","Rajasthan"
1058,14,"Jaisalmer","Rajasthan"
1059,14,"Pali","Rajasthan"
1060,14,"Jalore","Rajasthan"
1061,14,"Jhalawar","Rajasthan"
1062,14,"Jhunjhunu","Rajasthan"
1063,14,"Jodhpur","Rajasthan"
1064,14,"Karauli","Rajasthan"
1065,14,"Kota","Rajasthan"
1066,14,"Alwar","Rajasthan"
1067,14,"Nagaur","Rajasthan"
1068,14,"Bundi","Rajasthan"
1069,14,"Dausa","Rajasthan"
1070,14,"Sikar","Rajasthan"
1071,14,"Dausa","Rajasthan"
1072,14,"Nagaur","Rajasthan"
1073,14,"Tonk","Rajasthan"
1074,14,"Bhilwara","Rajasthan"
1075,14,"Jhunjhunu","Rajasthan"
1076,14,"Baran","Rajasthan"
1077,14,"Nagaur","Rajasthan"
1078,14,"Sirohi","Rajasthan"
1079,14,"Bharatpur","Rajasthan"
1080,14,"Bharatpur","Rajasthan"
1081,14,"Nagaur","Rajasthan"
1082,14,"Gadag","Karnataka"
1083,14,"Ajmer","Rajasthan"
1084,14,"Rajsamand","Rajasthan"
1086,14,"Jhunjhunu","Rajasthan"
1087,14,"Sikar","Rajasthan"
1089,14,"Chittaurgarh","Rajasthan"
1090,14,"Tonk","Rajasthan"
1091,14,"Hanumangarh","Rajasthan"
1092,14,"Bikaner","Rajasthan"
1093,14,"Pali","Rajasthan"
1094,14,"Nagaur","Rajasthan"
1095,14,"Jaipur","Rajasthan"
1096,14,"Jhunjhunu","Rajasthan"
1097,14,"Hanumangarh","Rajasthan"
1098,14,"Sirohi","Rajasthan"
1099,14,"Jodhpur","Rajasthan"
1101,14,"Pratapgarh","Rajasthan"
1102,14,"Rajsamand","Rajasthan"
1103,14,"Sawai Madhopur","Rajasthan"
1104,14,"Sikar","Rajasthan"
1105,14,"Sirohi","Rajasthan"
1106,14,"Tonk","Rajasthan"
1107,14,"Udaipur","Rajasthan"
1108,31,"East Sikkim","Sikkim"
1109,31,"North Sikkim","Sikkim"
1110,31,"South Sikkim","Sikkim"
1111,31,"West Sikkim","Sikkim"
1112,23,"Vellore","Tamil Nadu"
1113,23,"Vellore","Tamil Nadu"
1114,23,"Ariyalur","Tamil Nadu"
1115,23,"Virudhunagar","Tamil Nadu"
1116,23,"Erode","Tamil Nadu"
1117,23,"Kanchipuram","Tamil Nadu"
1118,23,"Chennai","Tamil Nadu"
1119,23,"Villupuram","Tamil Nadu"
1120,23,"Coimbatore","Tamil Nadu"
1121,23,"Nilgiris","Tamil Nadu"
1122,23,"Cuddalore","Tamil Nadu"
1123,23,"Dharmapuri","Tamil Nadu"
1124,23,"Dindigul","Tamil Nadu"
1125,23,"Erode","Tamil Nadu"
1126,23,"Villupuram","Tamil Nadu"
1127,23,"Erode","Tamil Nadu"
1128,23,"Coimbatore","Tamil Nadu"
1129,23,"Coimbatore","Tamil Nadu"
1130,23,"Coimbatore","Tamil Nadu"
1131,23,"Ariyalur","Tamil Nadu"
1132,23,"Kanchipuram","Tamil Nadu"
1133,23,"Kanyakumari","Tamil Nadu"
1134,23,"Sivaganga","Tamil Nadu"
1135,23,"Kanyakumari","Tamil Nadu"
1136,23,"Karur","Tamil Nadu"
1137,23,"Kanyakumari","Tamil Nadu"
1138,23,"Krishnagiri","Tamil Nadu"
1139,23,"Tiruchirappalli","Tamil Nadu"
1140,23,"Madurai","Tamil Nadu"
1141,23,"Nagapattinam","Tamil Nadu"
1142,23,"Kanyakumari","Tamil Nadu"
1143,23,"Namakkal","Tamil Nadu"
1144,23,"Namakkal","Tamil Nadu"
1145,23,"Kanchipuram","Tamil Nadu"
1146,23,"Thanjavur","Tamil Nadu"
1147,23,"Dindigul","Tamil Nadu"
1148,23,"Cuddalore","Tamil Nadu"
1149,23,"Cuddalore","Tamil Nadu"
1150,23,"Nilgiris","Tamil Nadu"
1151,23,"Nilgiris","Tamil Nadu"
1152,23,"Dindigul","Tamil Nadu"
1153,23,"Salem","Tamil Nadu"
1154,23,"Kanyakumari","Tamil Nadu"
1155,23,"Kanyakumari","Tamil Nadu"
1156,23,"Dindigul","Tamil Nadu"
1157,23,"Tiruppur","Tamil Nadu"
1158,23,"Karur","Tamil Nadu"
1159,23,"Vellore","Tamil Nadu"
1160,23,"Tirunelveli","Tamil Nadu"
1161,23,"Cuddalore","Tamil Nadu"
1162,23,"Ramanathapuram","Tamil Nadu"
1163,23,"Cuddalore","Tamil Nadu"
1164,23,"Thanjavur","Tamil Nadu"
1165,23,"Perambalur","Tamil Nadu"
1166,23,"Thanjavur","Tamil Nadu"
1167,23,"Theni","Tamil Nadu"
1168,23,"Erode","Tamil Nadu"
1169,23,"Vellore","Tamil Nadu"
1170,23,"Coimbatore","Tamil Nadu"
1171,23,"Tiruvannamalai","Tamil Nadu"
1172,23,"Tiruvallur","Tamil Nadu"
1173,23,"Pudukkottai","Tamil Nadu"
1174,23,"Kanchipuram","Tamil Nadu"
1175,23,"Tirunelveli","Tamil Nadu"
1176,23,"Karur","Tamil Nadu"
1177,23,"Coimbatore","Tamil Nadu"
1178,23,"Salem","Tamil Nadu"
1179,23,"Sivaganga","Tamil Nadu"
1180,23,"Thanjavur","Tamil Nadu"
1181,23,"Theni","Tamil Nadu"
1182,23,"Tiruchirappalli","Tamil Nadu"
1183,23,"Tirunelveli","Tamil Nadu"
1184,23,"Tiruvallur","Tamil Nadu"
1185,23,"Tiruvannamalai","Tamil Nadu"
1186,23,"Thiruvarur","Tamil Nadu"
1187,23,"Thoothukudi","Tamil Nadu"
1188,23,"Vellore","Tamil Nadu"
1189,23,"Villupuram","Tamil Nadu"
1190,23,"Virudhunagar","Tamil Nadu"
1191,37,"Adilabad","Telangana"
1192,37,,"Telangana"
1193,37,"Karimnagar","Telangana"
1194,37,"Khammam","Telangana"
1195,37,"Mahabubnagar","Telangana"
1196,37,"Medak","Telangana"
1197,37,"Nalgonda","Telangana"
1198,37,"Nizamabad","Telangana"
1199,37,"Ranga Reddy","Telangana"
1200,37,"Warangal","Telangana"
1201,10,"West Tripura","Tripura"
1202,10,"West Tripura","Tripura"
1203,10,"Dhalai","Tripura"
1204,10,"North Tripura","Tripura"
1205,10,"South Tripura","Tripura"
1206,10,"West Tripura","Tripura"
1207,10,"North Tripura","Tripura"
1208,10,"West Tripura","Tripura"
1209,10,"West Tripura","Tripura"
1210,10,"North Tripura","Tripura"
1211,10,"West Tripura","Tripura"
1212,10,"West Tripura","Tripura"
1213,4,"Mathura","Uttar Pradesh"
1214,4,"Mau","Uttar Pradesh"
1215,4,"Agra","Uttar Pradesh"
1216,4,"Aligarh","Uttar Pradesh"
1217,4,"Allahabad","Uttar Pradesh"
1218,4,"Ambedkar Nagar","Uttar Pradesh"
1219,4,"Amroha","Uttar Pradesh"
1220,4,"Auraiya","Uttar Pradesh"
1221,4,"Azamgarh","Uttar Pradesh"
1222,4,"Badaun","Uttar Pradesh"
1223,4,"Bagpat","Uttar Pradesh"
1224,4,"Bahraich","Uttar Pradesh"
1225,4,"Ballia","Uttar Pradesh"
1226,4,"Balrampur","Uttar Pradesh"
1227,4,"Banda","Uttar Pradesh"
1228,4,"Barabanki","Uttar Pradesh"
1229,4,"Bareilly","Uttar Pradesh"
1230,4,"Etawah","Uttar Pradesh"
1231,4,"Bijnor","Uttar Pradesh"
1232,4,"Badaun","Uttar Pradesh"
1233,4,"Bulandshahar","Uttar Pradesh"
1234,4,"Etah","Uttar Pradesh"
1235,4,"Chandauli","Uttar Pradesh"
1236,4,"Sambhal","Uttar Pradesh"
1237,4,"Mahoba","Uttar Pradesh"
1238,4,"Chitrakoot","Uttar Pradesh"
1239,4,"Gautam Buddh Nagar","Uttar Pradesh"
1240,4,"Deoria","Uttar Pradesh"
1241,4,"Bijnor","Uttar Pradesh"
1242,4,"Etah","Uttar Pradesh"
1243,4,"Etawah","Uttar Pradesh"
1244,4,"Faizabad","Uttar Pradesh"
1245,4,"Farrukhabad","Uttar Pradesh"
1246,4,"Agra","Uttar Pradesh"
1247,4,"Farrukhabad","Uttar Pradesh"
1248,4,"Fatehpur","Uttar Pradesh"
1249,4,"Fatehpur","Uttar Pradesh"
1250,4,"Unnao","Uttar Pradesh"
1251,4,"Agra","Uttar Pradesh"
1252,4,"Firozabad","Uttar Pradesh"
1253,4,"Kanpur Nagar","Uttar Pradesh"
1254,4,"Gautam Buddh Nagar","Uttar Pradesh"
1255,4,"Ghaziabad","Uttar Pradesh"
1256,4,"Ghazipur","Uttar Pradesh"
1257,4,"Gonda","Uttar Pradesh"
1258,4,"Gorakhpur","Uttar Pradesh"
1259,4,"Gautam Buddh Nagar","Uttar Pradesh"
1260,4,"Hamirpur","Uttar Pradesh"
1261,4,"Ghaziabad","Uttar Pradesh"
1262,4,"Hardoi","Uttar Pradesh"
1263,4,"Meerut","Uttar Pradesh"
1264,4,"Hathras","Uttar Pradesh"
1265,4,"Rae Bareli","Uttar Pradesh"
1266,4,"Hardoi","Uttar Pradesh"
1267,4,"Jalaun","Uttar Pradesh"
1268,4,"Jaunpur","Uttar Pradesh"
1269,4,"Jhansi","Uttar Pradesh"
1270,4,"Amroha","Uttar Pradesh"
1271,4,"Kannauj","Uttar Pradesh"
1272,4,"Jalaun","Uttar Pradesh"
1273,4,"Kanpur Nagar","Uttar Pradesh"
1274,4,"Kanpur Nagar","Uttar Pradesh"
1275,4,"Kaushambi","Uttar Pradesh"
1276,4,"Lakhimpur Kheri","Uttar Pradesh"
1277,4,"Sonbhadra","Uttar Pradesh"
1278,4,"Mahoba","Uttar Pradesh"
1279,4,"Kushinagar","Uttar Pradesh"
1280,4,"Sitapur","Uttar Pradesh"
1281,4,"Lakhimpur Kheri","Uttar Pradesh"
1282,4,"Pratapgarh","Uttar Pradesh"
1283,4,"Mirzapur","Uttar Pradesh"
1284,4,"Lalitpur","Uttar Pradesh"
1285,4,"Deoria","Uttar Pradesh"
1286,4,"Ghaziabad","Uttar Pradesh"
1287,4,"Lucknow","Uttar Pradesh"
1288,4,"Mahoba","Uttar Pradesh"
1289,4,"Maharajganj","Uttar Pradesh"
1290,4,"Mainpuri","Uttar Pradesh"
1291,4,"Mathura","Uttar Pradesh"
1292,4,"Mau","Uttar Pradesh"
1293,4,"Meerut","Uttar Pradesh"
1294,4,"Mirzapur","Uttar Pradesh"
1295,4,"Ghaziabad","Uttar Pradesh"
1296,4,"Moradabad","Uttar Pradesh"
1297,4,"Ghaziabad","Uttar Pradesh"
1298,4,"Muzaffarnagar","Uttar Pradesh"
1299,4,"Bijnor","Uttar Pradesh"
1300,4,"Bijnor","Uttar Pradesh"
1301,4,"Saharanpur","Uttar Pradesh"
1302,4,"Bahraich","Uttar Pradesh"
1303,4,"Bulandshahar","Uttar Pradesh"
1304,4,"Amroha","Uttar Pradesh"
1305,4,"Maharajganj","Uttar Pradesh"
1306,4,"Gonda","Uttar Pradesh"
1307,4,"Bijnor","Uttar Pradesh"
1308,4,"Gautam Buddh Nagar","Uttar Pradesh"
1309,4,"Bijnor","Uttar Pradesh"
1310,4,"Sonbhadra","Uttar Pradesh"
1311,4,"Jalaun","Uttar Pradesh"
1312,4,"Kushinagar","Uttar Pradesh"
1313,4,"Lakhimpur Kheri","Uttar Pradesh"
1314,4,"Sonbhadra","Uttar Pradesh"
1315,4,"Allahabad","Uttar Pradesh"
1316,4,"Hardoi","Uttar Pradesh"
1317,4,"Pilibhit","Uttar Pradesh"
1318,4,"Hapur","Uttar Pradesh"
1319,4,"Shahjahanpur","Uttar Pradesh"
1320,4,"Pratapgarh","Uttar Pradesh"
1321,4,"Kanpur Dehat","Uttar Pradesh"
1322,4,"Pilibhit","Uttar Pradesh"
1323,4,"Muzaffarnagar","Uttar Pradesh"
1324,4,"Unnao","Uttar Pradesh"
1325,4,"Rae Bareli","Uttar Pradesh"
1326,4,"Kanpur Dehat","Uttar Pradesh"
1327,4,"Rampur","Uttar Pradesh"
1328,4,"Saharanpur","Uttar Pradesh"
1329,4,"Sant Kabir Nagar","Uttar Pradesh"
1330,4,"Sant Ravidas Nagar","Uttar Pradesh"
1331,4,"Shahjahanpur","Uttar Pradesh"
1332,4,"Shrawasti","Uttar Pradesh"
1333,4,"Siddharthnagar","Uttar Pradesh"
1334,4,"Sitapur","Uttar Pradesh"
1335,4,"Sonbhadra","Uttar Pradesh"
1336,4,"Sultanpur","Uttar Pradesh"
1337,4,"Unnao","Uttar Pradesh"
1338,4,"Varanasi","Uttar Pradesh"
1339,16,"Almora","Uttarakhand"
1340,16,"Bageshwar","Uttarakhand"
1341,16,"Udham Singh Nagar","Uttarakhand"
1342,16,"Pithoragharh","Uttarakhand"
1343,16,"Chamoli","Uttarakhand"
1344,16,"Tehri Garhwal","Uttarakhand"
1345,16,"Champawat","Uttarakhand"
1346,16,"Pithoragarh","Uttarakhand"
1347,16,"Dehradun","Uttarakhand"
1348,16,"Nainital","Uttarakhand"
1349,16,"Haridwar","Uttarakhand"
1350,16,"Udham Singh Nagar","Uttarakhand"
1351,16,"Bageshwar","Uttarakhand"
1352,16,"Udham Singh Nagar","Uttarakhand"
1353,16,"Udham Singh Nagar","Uttarakhand"
1354,16,"Pauri Garhwal","Uttarakhand"
1355,16,"Haridwar","Uttarakhand"
1356,16,"Dehradun","Uttarakhand"
1357,16,"Udham Singh Nagar","Uttarakhand"
1358,16,"Nainital","Uttarakhand"
1359,16,"Pauri Garhwal","Uttarakhand"
1360,16,"Pithoragharh","Uttarakhand"
1361,16,"Rudraprayag","Uttarakhand"
1362,16,"Tehri Garhwal","Uttarakhand"
1363,16,"Udham Singh Nagar","Uttarakhand"
1364,16,"Uttarkashi","Uttarakhand"
1365,9,"Purulia","West Bengal"
1366,9,"Jalpaiguri","West Bengal"
1367,9,"Hooghly","West Bengal"
1368,9,"Bardhaman","West Bengal"
1369,9,"Hooghly","West Bengal"
1370,9,"Howrah","West Bengal"
1371,9,"Dakshin Dinajpur","West Bengal"
1372,9,"Bankura","West Bengal"
1373,9,"Bardhaman","West Bengal"
1374,9,"South 24 Parganas","West Bengal"
1375,9,"Bardhaman","West Bengal"
1376,9,"North 24 Parganas","West Bengal"
1377,9,"Darjeeling","West Bengal"
1378,9,"Birbhum","West Bengal"
1379,9,"Hooghly","West Bengal"
1380,9,"Purba Medinipur","West Bengal"
1381,9,"Cooch Behar","West Bengal"
1382,9,"Dakshin Dinajpur","West Bengal"
1383,9,"Uttar Dinajpur","West Bengal"
1384,9,"Darjeeling","West Bengal"
1385,9,"Murshidabad","West Bengal"
1386,9,"Kolkata","West Bengal"
1387,9,"Bardhaman","West Bengal"
1388,9,"North 24 Parganas","West Bengal"
1389,9,"Purba Medinipur","West Bengal"
1390,9,"Howrah","West Bengal"
1391,9,"Hooghly","West Bengal"
1392,9,"Uttar Dinajpur","West Bengal"
1393,9,"Jalpaiguri","West Bengal"
1394,9,"West Medinipur","West Bengal"
1395,9,"Darjeeling","West Bengal"
1396,9,"West Medinipur","West Bengal"
1397,9,"Kolkata","West Bengal"
1398,9,"Hooghly","West Bengal"
1399,9,"Nadia","West Bengal"
1400,9,"Jalpaiguri","West Bengal"
1401,9,"Jalpaiguri","West Bengal"
1402,9,"Malda","West Bengal"
1403,9,"Cooch Behar","West Bengal"
1404,9,"West Medinipur","West Bengal"
1405,9,"Bardhaman","West Bengal"
1406,9,"Birbhum","West Bengal"
1407,9,"Murshidabad","West Bengal"
1408,9,"Nadia","West Bengal"
1409,9,"North 24 Parganas","West Bengal"
1410,9,"North 24 Parganas","West Bengal"
1411,9,"Howrah","West Bengal"
1412,9,"Hooghly","West Bengal"
1413,9,"Murshidabad","West Bengal"
1414,9,"Purulia","West Bengal"
1415,9,"North 24 Parganas","West Bengal"
1416,9,"West Medinipur","West Bengal"
1417,9,"Purba Medinipur","West Bengal"
1418,9,"Purulia","West Bengal"
1419,9,"South 24 Parganas","West Bengal"
1420,9,"Uttar Dinajpur","West Bengal"
