id,name,person_name,designation
911,"Indo Gulf Corporation Ltd (Merged)","V T Purswani",Director
911,"Indo Gulf Corporation Ltd (Merged)","S G Gulati",Director
911,"Indo Gulf Corporation Ltd (Merged)","V N Nadkarni",Director
911,"Indo Gulf Corporation Ltd (Merged)","D C Gami",Director
911,"Indo Gulf Corporation Ltd (Merged)","A R Gandhi",Director
911,"Indo Gulf Corporation Ltd (Merged)","Suresh C Dad","Company Secretary"
932,"Vardhman Textiles Ltd","Shri Paul Oswal","Chairman & Managing Director"
932,"Vardhman Textiles Ltd","Arun Kumar Purwar",Director
932,"Vardhman Textiles Ltd","Prafull Anubhai",Director
932,"Vardhman Textiles Ltd","Subash Khanchand Bijlani",Director
932,"Vardhman Textiles Ltd","Ashok Kumar Kundra",Director
932,"Vardhman Textiles Ltd","Darshan Lal Sharma",Director
932,"Vardhman Textiles Ltd","Sachit Jain","Executive Director"
932,"Vardhman Textiles Ltd","Shravan Talwar",Director
932,"Vardhman Textiles Ltd","Suchita Jain","Executive Director"
932,"Vardhman Textiles Ltd","Neeraj Jain","Executive Director"
932,"Vardhman Textiles Ltd","S Padmanabhan","Nominee (IDBI)"
942,"Nahar Spinning Mills Ltd","Jawahar Lal Oswal",Chairman
942,"Nahar Spinning Mills Ltd","Dinesh Oswal","Managing Director"
942,"Nahar Spinning Mills Ltd","Kamal Oswal",Director
942,"Nahar Spinning Mills Ltd","Dinesh Gogna",Director
942,"Nahar Spinning Mills Ltd","H K Bal",Director
942,"Nahar Spinning Mills Ltd","O P Sahni",Director
942,"Nahar Spinning Mills Ltd","K S Maini",Director
942,"Nahar Spinning Mills Ltd","S K Sharma",Director
942,"Nahar Spinning Mills Ltd","Suresh Kumar Singla",Director
942,"Nahar Spinning Mills Ltd","Brij Sharma","Company Secretary"
942,"Nahar Spinning Mills Ltd","Amrik Singh Sohi",Director
942,"Nahar Spinning Mills Ltd","Yash Paul Sachdeva",Director
965,"Jindal Saw Ltd","Savitri Devi Jindal",Chairperson
965,"Jindal Saw Ltd","P R Jindal","Vice Chairman"
965,"Jindal Saw Ltd","Sminu Jindal","Managing Director"
965,"Jindal Saw Ltd","Devi Dayal",Director
965,"Jindal Saw Ltd","Kuldip Bhargava",Director
965,"Jindal Saw Ltd","H S Chaudhary","Whole-time Director"
965,"Jindal Saw Ltd","S K Gupta",Director
965,"Jindal Saw Ltd","R K Agarwal",Director
965,"Jindal Saw Ltd","Indresh Batra","Managing Director"
965,"Jindal Saw Ltd","Sunil Jain","Company Secretary"
965,"Jindal Saw Ltd","Ravinder Nath Leekha","Independent Director"
965,"Jindal Saw Ltd","Girish Sharma","Independent Director"
976,"Su-Raj Diamonds & Jewellery Ltd","Jatin R Mehta",Chairman
976,"Su-Raj Diamonds & Jewellery Ltd","K N Bhandari",Director
976,"Su-Raj Diamonds & Jewellery Ltd","Shrilekha V Parikh",Director
976,"Su-Raj Diamonds & Jewellery Ltd","Madan B Khurjekar",Director
976,"Su-Raj Diamonds & Jewellery Ltd","Sharad B Bhagwat","Independent Director"
976,"Su-Raj Diamonds & Jewellery Ltd","Dilip P Tikle","Independent Director"
976,"Su-Raj Diamonds & Jewellery Ltd","Ashish Narayan","Company Secretary"
976,"Su-Raj Diamonds & Jewellery Ltd","Urvashi Saxena","Additional Director"
976,"Su-Raj Diamonds & Jewellery Ltd","Rathanakara Hedge","Additional Director"
976,"Su-Raj Diamonds & Jewellery Ltd","Ramesh I Parikh","Director (Finance)"
976,"Su-Raj Diamonds & Jewellery Ltd","R Ravichandran","Director (Operation)"
986,"Unitech Ltd","Ramesh Chandra","Executive Chairman"
986,"Unitech Ltd","Sanjay Chandra","Managing Director"
986,"Unitech Ltd","Ajay Chandra","Managing Director"
986,"Unitech Ltd","Minoti Bahri",Director
986,"Unitech Ltd","G R Ambwani",Director
986,"Unitech Ltd","P K Mohanty",Director
986,"Unitech Ltd","Anil Harish",Director
986,"Unitech Ltd","Sanjay Bahadur",Director
986,"Unitech Ltd","Ravinder Singhania",Director
986,"Unitech Ltd","Deepak Jain","Company Secretary"
992,"National Steel & Agro Industries Ltd","Kailashchandra Shahra",Chairman
992,"National Steel & Agro Industries Ltd","Santosh Shahra","Managing Director & CEO"
992,"National Steel & Agro Industries Ltd","P Srikrishna","Whole-time Director"
992,"National Steel & Agro Industries Ltd","Veer Kumar Jain",Director
992,"National Steel & Agro Industries Ltd","Navneet Zalani",Director
992,"National Steel & Agro Industries Ltd","Navin Khandelwal",Director
992,"National Steel & Agro Industries Ltd","Rajeesh Nema","Addtnl Independent Director"
992,"National Steel & Agro Industries Ltd","Paridhi Kasliwal","Company Secretary"
1016,"Titan Industries Ltd","V Parthasarathy","Nominee (TIDCO)"
1016,"Titan Industries Ltd","Bhaskar Bhat","Managing Director"
1016,"Titan Industries Ltd","Ishaat Hussain",Nominee
1016,"Titan Industries Ltd","N N Tata",Nominee
1016,"Titan Industries Ltd","T K Balaji",Director
1016,"Titan Industries Ltd","C G Krishnadas Nair",Director
1016,"Titan Industries Ltd","Vinita Bali",Director
1016,"Titan Industries Ltd","R Poornalingam",Director
1016,"Titan Industries Ltd","Hema Ravichandar",Director
1016,"Titan Industries Ltd","Das Narayan Das",Director
1016,"Titan Industries Ltd","N Sundaradevan",Chairman
1016,"Titan Industries Ltd","A R Rajaram","Company Secretary"
1016,"Titan Industries Ltd","K Dhanavel",Director
1019,"HCL Infosystems Ltd","Ajai Chowdhry","Chairman (Non-Executive)"
1019,"HCL Infosystems Ltd","J V Ramamurthy","Whole Time Director & COO"
1019,"HCL Infosystems Ltd","D S Puri",Director
1019,"HCL Infosystems Ltd","E A Kshirsagar",Director
1019,"HCL Infosystems Ltd","Anita Ramachandran",Director
1019,"HCL Infosystems Ltd","V N Koura",Director
1019,"HCL Infosystems Ltd","Nikhil Sinha",Director
1019,"HCL Infosystems Ltd","Sushil Kumar Jain","Company Secretary"
1019,"HCL Infosystems Ltd","Ajay Vohra","Independent Director"
1019,"HCL Infosystems Ltd","Pradeep K Khosla",Director
1019,"HCL Infosystems Ltd","Harsh Chitale","Whole Time Director & CEO"
1019,"HCL Infosystems Ltd","Dhirendra Singh","Additional Director"
1021,"Videocon International Ltd(merged)","Venugopal N Dhoot","Chairman & Managing Director"
1021,"Videocon International Ltd(merged)","Naveen B Mandhana",Director
1021,"Videocon International Ltd(merged)","Lalchand Lalwani",Director
1021,"Videocon International Ltd(merged)","Vishnukumar Rathi",Director
1021,"Videocon International Ltd(merged)","Hariprasad Malpani",Director
1021,"Videocon International Ltd(merged)","Raghunathdas Somani",Director
1021,"Videocon International Ltd(merged)","S Padmanabhan",Director
1021,"Videocon International Ltd(merged)","S S Dayama",Director
1021,"Videocon International Ltd(merged)","Ajay Saraf","Nominee (ICICI)"
1021,"Videocon International Ltd(merged)","K Sivaprakasam","Nominee (IDBI)"
1021,"Videocon International Ltd(merged)","A K Gupta","Nominee (IFCI)"
1021,"Videocon International Ltd(merged)","B K Chopra","Additional Director"
1021,"Videocon International Ltd(merged)","Vinod Kumar Bohra","Company Secretary"
1022,"Garden Silk Mills Ltd","Praful A Shah","Chairman & Managing Director"
1022,"Garden Silk Mills Ltd","Alok P Shah","Joint Managing Director"
1022,"Garden Silk Mills Ltd","Sanjay S Shah","Executive Director"
1022,"Garden Silk Mills Ltd","Suhail P Shah","Executive Director"
1022,"Garden Silk Mills Ltd","Rajen P Shah",Director
1022,"Garden Silk Mills Ltd","Arunchandra N Jariwala",Director
1022,"Garden Silk Mills Ltd","J P Shah",Director
1022,"Garden Silk Mills Ltd","Yatish Parekh",Director
1022,"Garden Silk Mills Ltd","Sunil S Sheth",Director
1022,"Garden Silk Mills Ltd","Madanlal U Lankapati",Director
1022,"Garden Silk Mills Ltd","Anjan Mukherjee","Nominee (LIC)"
1022,"Garden Silk Mills Ltd","Kamlesh B Vyas","Company Secretary"
1024,"Asahi India Glass Ltd","B M Labroo",Chairman
1024,"Asahi India Glass Ltd","Sanjay Labroo","Managing Director & CEO"
1024,"Asahi India Glass Ltd","Surinder Kapur",Director
1024,"Asahi India Glass Ltd","Shinzo Nakanishi",Director
1024,"Asahi India Glass Ltd","Keiichi Nakagaki",Director
1024,"Asahi India Glass Ltd","Rahul Rana",Director
1024,"Asahi India Glass Ltd","Gautam Thapar",Director
1024,"Asahi India Glass Ltd","Hideaki Nohara","Dy.Managing Director &CTO(Auto"
1024,"Asahi India Glass Ltd","Gopal Ganatra","Company Secretary"
1024,"Asahi India Glass Ltd","Kimikazu Ichikawa",Director
1024,"Asahi India Glass Ltd","Arvind Singh","Non Executive Director"
1026,"GHCL Ltd","Anurag Dalmia",Director
1026,"GHCL Ltd","Neelabh Dalmia",Director
1026,"GHCL Ltd","B C Jain",Director
1026,"GHCL Ltd","Mahesh Kheria",Director
1026,"GHCL Ltd","R S Jalan","Managing Director"
1026,"GHCL Ltd","Bhuwneshwar Mishra","Company Secretary"
1026,"GHCL Ltd","Raman Chopra","Executive Director (Finance)"
1026,"GHCL Ltd","G C Srivastava",Director
1026,"GHCL Ltd","Sanjay Dalmia",Chairman
1026,"GHCL Ltd","K C Jain","Nominee (IDBI)"
1026,"GHCL Ltd","Sanjiv Tyagi",Director
1026,"GHCL Ltd","S H Ruparell",Director
1026,"GHCL Ltd","Surendra Singh","Additional Director"
1026,"GHCL Ltd","R M V Raman","Nominee (EXIM)"
1047,"Sterlite Industries (India) Ltd","Anil Agarwal",Chairman
1047,"Sterlite Industries (India) Ltd","Navin Agarwal","Executive Vice Chairman"
1047,"Sterlite Industries (India) Ltd","Gautam Doshi",Director
1047,"Sterlite Industries (India) Ltd","Berjis Desai",Director
1047,"Sterlite Industries (India) Ltd","Sandeep Junnarkar",Director
1047,"Sterlite Industries (India) Ltd","D D Jalan","Whole Time Director & CFO"
1047,"Sterlite Industries (India) Ltd","Rajiv Choubey","Company Secretary"
1047,"Sterlite Industries (India) Ltd","A R Narayanaswamy","Additional Director"
1057,"Uttam Galva Steels Ltd","Rajinder Miglani",Chairman
1057,"Uttam Galva Steels Ltd","P G Kakodkar",Director
1057,"Uttam Galva Steels Ltd","S T Parikh",Director
1057,"Uttam Galva Steels Ltd","Anuj Miglani","Managing Director"
1057,"Uttam Galva Steels Ltd","Ankit Miglani","Deputy Managing Director"
1057,"Uttam Galva Steels Ltd","A K Mahendru","Director (Marketing & Sales)"
1057,"Uttam Galva Steels Ltd","S G Tudekar","Director (Works)"
1057,"Uttam Galva Steels Ltd","R Agrawal","Company Secretary"
1057,"Uttam Galva Steels Ltd","S P Talwar",Director
1057,"Uttam Galva Steels Ltd","Swarna Prabha Sukumar","Nominee (LIC)"
1057,"Uttam Galva Steels Ltd","Om Parkash Gahrotra","Additional Director"
1060,"Essar Steel Ltd","S N Ruia",Chairman
1060,"Essar Steel Ltd","P S Ruia",Director
1060,"Essar Steel Ltd","S V Venkatesan",Director
1060,"Essar Steel Ltd","Jatinder Mehra",Director
1060,"Essar Steel Ltd","V G Raghavan",Director
1060,"Essar Steel Ltd","Malay Mukherjee",Director
1060,"Essar Steel Ltd","Vikram Amin","Additional Director"
1060,"Essar Steel Ltd","Dilip Oommen","Managing Director & CEO"
1060,"Essar Steel Ltd","Mahadev Iyer","Additional Director"
1060,"Essar Steel Ltd","K V Krishnamurthy",Director
1060,"Essar Steel Ltd","Jitender Balakrishnan",Director
1060,"Essar Steel Ltd","Rakesh Darji","Company Secretary"
1065,"Sunflag Iron & Steel Company Ltd","P B Bhardwaj",Chairman
1065,"Sunflag Iron & Steel Company Ltd","Ravi Bhushan Bhardwaj","Vice Chairman & M.D."
1065,"Sunflag Iron & Steel Company Ltd","Pranav Bhardwaj","Joint Managing Director"
1065,"Sunflag Iron & Steel Company Ltd","E R C Shekar",Director
1065,"Sunflag Iron & Steel Company Ltd","S Gajendran",Director
1065,"Sunflag Iron & Steel Company Ltd","CA Jayesh M Parmar",Director
1065,"Sunflag Iron & Steel Company Ltd","Surendra Kumar Gupta","Whole-time Director"
1065,"Sunflag Iron & Steel Company Ltd","CS Mukesh D Parakh","Company Secretary"
1065,"Sunflag Iron & Steel Company Ltd","Kailash Chander Vijh",Director
1065,"Sunflag Iron & Steel Company Ltd","Suhrit Bhardwaj",Director
1065,"Sunflag Iron & Steel Company Ltd","B W Ramteke","Nominee (IDBI)"
1076,"Usha Martin Ltd","B K Jhawar","Chairman Emeritus"
1076,"Usha Martin Ltd","Prashant Jhawar",Chairman
1076,"Usha Martin Ltd","Brij K Jhawar",Director
1076,"Usha Martin Ltd","A K Chaudhri",Director
1076,"Usha Martin Ltd","Rajeev Jhawar","Managing Director"
1076,"Usha Martin Ltd","A K Somani","CFO & Company Secretary"
1076,"Usha Martin Ltd","Salil Singhal",Director
1076,"Usha Martin Ltd","Vijay Sharma","JMD & Chief Exec. Steel Busine"
1076,"Usha Martin Ltd","Pravin Kumar Jain","JMD & Chief Execu. (wire Rope"
1076,"Usha Martin Ltd","G N Bajpai",Director
1076,"Usha Martin Ltd","Nripendra Misra",Director
1076,"Usha Martin Ltd","Jitender Balakrishnan",Director
1076,"Usha Martin Ltd","Ramni Nirula",Director
1105,"India Glycols Ltd","U S Bhartia","Chairman & Managing Director"
1105,"India Glycols Ltd","Jayshree Bhartia",Director
1105,"India Glycols Ltd","Jagmohan N Kejriwal",Director
1105,"India Glycols Ltd","PRADIP KUMAR KHAITAN",Director
1105,"India Glycols Ltd","Autar Krishna",Director
1105,"India Glycols Ltd","R C Misra",Director
1105,"India Glycols Ltd","M K Rao","Executive Director"
1105,"India Glycols Ltd","Ravi Jhunjhunwala",Director
1105,"India Glycols Ltd","Lalit Kumar Sharma","Company Secretary"
1105,"India Glycols Ltd","Jitender Balakrishnan",Director
1126,"Kochi Refineries Ltd(merged)","Ashok Sinha",Chairman
1126,"Kochi Refineries Ltd(merged)","B K Menon","Managing Director"
1126,"Kochi Refineries Ltd(merged)","Cherian N Punnoose","Director (Finance)"
1126,"Kochi Refineries Ltd(merged)","M A Mohammed Ali",Director
1126,"Kochi Refineries Ltd(merged)","V P Joy","Additional Director"
1126,"Kochi Refineries Ltd(merged)","S A Narayan",Director
1126,"Kochi Refineries Ltd(merged)","Mukesh Rohatgi",Director
1126,"Kochi Refineries Ltd(merged)","S Radhakrishnan",Director
1126,"Kochi Refineries Ltd(merged)","B K Das",Director
1126,"Kochi Refineries Ltd(merged)","John Mathai",Director
1127,"Jain Irrigation Systems Ltd","Bhavarlal H Jain",Chairman
1127,"Jain Irrigation Systems Ltd","Ashok B Jain","Vice Chairman"
1127,"Jain Irrigation Systems Ltd","Anil B Jain","Managing Director & CEO"
1127,"Jain Irrigation Systems Ltd","Ajit B jain","Joint Managing Director"
1127,"Jain Irrigation Systems Ltd","R Swaminathan","Director (Technical)"
1127,"Jain Irrigation Systems Ltd","Vasant V Warty","Nominee (SBI)"
1127,"Jain Irrigation Systems Ltd","Ramesh C A Jain",Director
1127,"Jain Irrigation Systems Ltd","Radhika C Pereira",Director
1127,"Jain Irrigation Systems Ltd","D R Mehta",Director
1127,"Jain Irrigation Systems Ltd","Ghanshyam Dass",Director
1127,"Jain Irrigation Systems Ltd","Atul Bhavarlal Jain","Director (Marketing)"
1127,"Jain Irrigation Systems Ltd","Arun Kumar Jain",Director
1127,"Jain Irrigation Systems Ltd","A V Ghodgaonkar","Company Secretary"
1131,"Honeywell Automation India Ltd","Madhukar Bhagwat",Chairman
1131,"Honeywell Automation India Ltd","Shane Tedjarati",Director
1131,"Honeywell Automation India Ltd","Norman Gilsdorf",Director
1131,"Honeywell Automation India Ltd","Gerard Willis",Director
1131,"Honeywell Automation India Ltd","Surendra Rao",Director
1131,"Honeywell Automation India Ltd","Anant Maheshwari","Managing Director"
1131,"Honeywell Automation India Ltd","Sneha Padve","Company Secretary"
1167,"Value Industries Ltd","Naveen B Mandhana",Director
1167,"Value Industries Ltd","Subhash S Dayama",Director
1167,"Value Industries Ltd","Avinash H Malpani",Director
1167,"Value Industries Ltd","Amrita S Karkare","Company Secretary"
1178,"Hewlett-Packard Globalsoft Pvt Ltd","Jesudas Andrade","Additional Director"
1178,"Hewlett-Packard Globalsoft Pvt Ltd","Thomas T Thoppil",Director
1178,"Hewlett-Packard Globalsoft Pvt Ltd","P Padmaja","Company Secretary"
1178,"Hewlett-Packard Globalsoft Pvt Ltd","Ganesh Murthy","Managing Director &Addtnl Dir."
1178,"Hewlett-Packard Globalsoft Pvt Ltd","A R Venkatachalam","Additional Director"
1180,"Shrenuj & Company Ltd","Shreyas K Doshi","Chairman & Managing Director"
1180,"Shrenuj & Company Ltd","Badrinarayan R Barwale",Director
1180,"Shrenuj & Company Ltd","Surendra A Dave",Director
1180,"Shrenuj & Company Ltd","Keki M Mistry",Director
1180,"Shrenuj & Company Ltd","Minoo R Shroff",Director
1180,"Shrenuj & Company Ltd","Suresh N Talwar",Director
1180,"Shrenuj & Company Ltd","S S Thakur",Director
1180,"Shrenuj & Company Ltd","Nihar N Parikh","Executive Director"
1180,"Shrenuj & Company Ltd","Vishal S Doshi","Group Executive Director"
1180,"Shrenuj & Company Ltd","Kirtilal K Doshi","Chairman Emeritus"
1180,"Shrenuj & Company Ltd","Sanjay M Abhyankar","Company Secretary"
1180,"Shrenuj & Company Ltd","Fetus Gontebanye Mogae","Additional Director"
1196,"Jyoti Structures Ltd","S D Kshirsagar",Chairman
1196,"Jyoti Structures Ltd","A J Khan",Director
1196,"Jyoti Structures Ltd","G L Valecha",Director
1196,"Jyoti Structures Ltd","S H Mirchandani",Director
1196,"Jyoti Structures Ltd","K R Thakur","Whole-time Director"
1196,"Jyoti Structures Ltd","Prakash K Thakur","Executive Vice Chairman"
1196,"Jyoti Structures Ltd","Santosh V Nayak","Managing Director"
1196,"Jyoti Structures Ltd","L H Khilnani","Company Secretary"
1196,"Jyoti Structures Ltd","Rameshchandra Rawal",Director
1196,"Jyoti Structures Ltd","T C Venkat Subramanian",Director
1220,"Indo Rama Synthetics (India) Ltd","M L Lohia","Chairman Emeritus"
1220,"Indo Rama Synthetics (India) Ltd","O P Lohia","Chairman & Managing Director"
1220,"Indo Rama Synthetics (India) Ltd","O P Vaish",Director
1220,"Indo Rama Synthetics (India) Ltd","A K Ladha",Director
1220,"Indo Rama Synthetics (India) Ltd","Arvind Pandalai",Director
1220,"Indo Rama Synthetics (India) Ltd","Vishal Lohia","Whole-time Director"
1220,"Indo Rama Synthetics (India) Ltd","Jayant Sood","Company Secretary"
1252,"Finolex Industries Ltd","P P Chhabria",Chairman
1252,"Finolex Industries Ltd","K P Chhabria","Executive Vice Chairman"
1252,"Finolex Industries Ltd","S N Inamdar",Director
1252,"Finolex Industries Ltd","Prakash P Chhabria","Managing Director"
1252,"Finolex Industries Ltd","S S Dhanorkar","Assistant MD & COO"
1252,"Finolex Industries Ltd","P Subramaniam","Assistant MD & CFO"
1252,"Finolex Industries Ltd","K N Atmaramani",Director
1252,"Finolex Industries Ltd","Sunil U Pathak",Director
1252,"Finolex Industries Ltd","P D Karandikar",Director
1252,"Finolex Industries Ltd","Anil B Atre","Company Secretary"
1252,"Finolex Industries Ltd","D N Damania","Additional Director"
1252,"Finolex Industries Ltd","Sanjay K Asher","Additional Director"
1252,"Finolex Industries Ltd","S S Math","Addi.Direct. & Whole Time Dire"
1255,"Amtek Auto Ltd","Arvind Dham","Chairman & Director"
1255,"Amtek Auto Ltd","D S Malik","Managing Director"
1255,"Amtek Auto Ltd","Rajeev Thakur",Director
1255,"Amtek Auto Ltd","Sanjay Chhabra",Director
1255,"Amtek Auto Ltd","B Lugani",Director
1255,"Amtek Auto Ltd","B Venugopal","Nominee (LIC)"
1255,"Amtek Auto Ltd","John Ernest Flintham",Director
1255,"Amtek Auto Ltd","Rajeev Raj Kumar","Company Secretary"
1255,"Amtek Auto Ltd","R N Bhardwaj","Additional Director"
1313,"Moser Baer (India) Ltd","Deepak Puri","Chairman & Managing Director"
1313,"Moser Baer (India) Ltd","Ratul Puri","Executive Director"
1313,"Moser Baer (India) Ltd","Virendra Nath Koura",Director
1313,"Moser Baer (India) Ltd","Bernard Gallus",Director
1313,"Moser Baer (India) Ltd","Nita Puri","Whole-time Director"
1313,"Moser Baer (India) Ltd","Frank E Dangeard",Director
1313,"Moser Baer (India) Ltd","Vinayshil Gautam",Director
1313,"Moser Baer (India) Ltd","Prakash Karnik",Director
1313,"Moser Baer (India) Ltd","John Levack",Nominee
1313,"Moser Baer (India) Ltd","Minni Katariya","Company Secretary"
1313,"Moser Baer (India) Ltd","Vineet Sharma",Director
1313,"Moser Baer (India) Ltd","Vinod K Bakshi","Additional Director"
1320,"Patel Engineering Ltd","Pravin Patel",Chairman
1320,"Patel Engineering Ltd","Rupen Patel","Managing Director"
1320,"Patel Engineering Ltd","K Kannan",Director
1320,"Patel Engineering Ltd","Khizer Ahmed",Director
1320,"Patel Engineering Ltd","Silloo Patel","Whole Time Director & CFO"
1320,"Patel Engineering Ltd","Nimish Patel","Whole-time Director"
1320,"Patel Engineering Ltd","Shobha Shetty","Company Secretary"
1320,"Patel Engineering Ltd","S Jambunathan","Independent Director"
1320,"Patel Engineering Ltd","Priyavadan C Purohit","Independent Director"
1320,"Patel Engineering Ltd","Bhaskar Mehta",Director
1369,"Man Industries (India) Ltd","R C Mansukhani",Chairman
1369,"Man Industries (India) Ltd","J C Mansukhani","Vice Chairman & M.D."
1369,"Man Industries (India) Ltd","Kirit N Damania",Director
1369,"Man Industries (India) Ltd","P K Tandon","Additional Director"
1369,"Man Industries (India) Ltd","A V Rammurty",Director
1369,"Man Industries (India) Ltd","Nikhil Mansukhani",Director
1369,"Man Industries (India) Ltd","Rachana Kokal","Company Secretary"
1474,"Uflex Ltd","Ashok Chaturvedi","Chairman & Managing Director"
1474,"Uflex Ltd","Ravi Kathpalia",Director
1474,"Uflex Ltd","M G Gupta",Director
1474,"Uflex Ltd","A Karati","Nominee (ICICI)"
1474,"Uflex Ltd","S K Kaushik","Whole-time Director"
1474,"Uflex Ltd","Ajay Krishna","Vice President & CS"
1474,"Uflex Ltd","N K Duggal",Director
1615,"Simbhaoli Sugars Ltd","Gurmit Singh Mann","Chairman & Managing Director"
1615,"Simbhaoli Sugars Ltd","Gurpal Singh","Deputy Managing Director"
1615,"Simbhaoli Sugars Ltd","G S C Rao","Executive Director & CEO"
1615,"Simbhaoli Sugars Ltd","Sanjay Tapriya","Director (Finance) & CFO"
1615,"Simbhaoli Sugars Ltd","S K Ganguli",Director
1615,"Simbhaoli Sugars Ltd","S C Kumar",Director
1615,"Simbhaoli Sugars Ltd","Yashwant Varma",Director
1615,"Simbhaoli Sugars Ltd","Kamal Samtani","Company Secretary"
1615,"Simbhaoli Sugars Ltd","B K Goswami",Director
1615,"Simbhaoli Sugars Ltd","Gursimran Kaur Mann","Additional Director"
1615,"Simbhaoli Sugars Ltd","Ram Sharma","Independent Non Exe. Director"
1709,"Trend Electronics Ltd","Subhash S Nabar",Director
1709,"Trend Electronics Ltd","Bhopinder K Chopra",Director
1709,"Trend Electronics Ltd","Vivek D Dham",Director
1709,"Trend Electronics Ltd","Kanchan A Kakade","Company Secretary"
1745,"Shriram Transport Finance Company Ltd","Arun Duggal",Chairman
1745,"Shriram Transport Finance Company Ltd","Puneet Bhatia",Nominee
1745,"Shriram Transport Finance Company Ltd","Adit Jain",Director
1745,"Shriram Transport Finance Company Ltd","Ranvir Dewan",Nominee
1745,"Shriram Transport Finance Company Ltd","Sumatiprasad M Bafna",Director
1745,"Shriram Transport Finance Company Ltd","Maya Shankar Verma",Director
1745,"Shriram Transport Finance Company Ltd","Mukund Manohar Chitale",Director
1745,"Shriram Transport Finance Company Ltd","S Lakshminarayanan",Director
1745,"Shriram Transport Finance Company Ltd","Vivek M Achwal","Company Secretary"
1745,"Shriram Transport Finance Company Ltd","Umesh Revankar","Managing Director"
1745,"Shriram Transport Finance Company Ltd","R Sridhar",Director
1814,"Dewan Housing Finance Corporation Ltd","Kapil Wadhawan","Chairman & Managing Director"
1814,"Dewan Housing Finance Corporation Ltd","R S Hugar",Director
1814,"Dewan Housing Finance Corporation Ltd","R P Khosla",Director
1814,"Dewan Housing Finance Corporation Ltd","G P Kohli",Director
1814,"Dewan Housing Finance Corporation Ltd","Anthony Hambro",Nominee
1814,"Dewan Housing Finance Corporation Ltd","Ajay Vizarani",Director
1814,"Dewan Housing Finance Corporation Ltd","Dheeraj Wadhawan",Director
1814,"Dewan Housing Finance Corporation Ltd","V K Chopra",Director
1814,"Dewan Housing Finance Corporation Ltd","P S Pasricha",Director
1814,"Dewan Housing Finance Corporation Ltd","S Y Sankhe","Company Secretary"
1866,"Reliance Capital Ltd","Anil Dhirubhai Ambani",Chairman
1866,"Reliance Capital Ltd","Amitabh Jhunjhunwala","Vice Chairman"
1866,"Reliance Capital Ltd","Rajendra P Chitale",Director
1866,"Reliance Capital Ltd","C P Jain",Director
1866,"Reliance Capital Ltd","V R Mohan","Company Secretary"
1866,"Reliance Capital Ltd","Bidhubhusan Samal",Director
1866,"Reliance Capital Ltd","V N Kaul",Director
1896,"Sterling Biotech Ltd","Nitin J Sandesara","Chairman & Managing Director"
1896,"Sterling Biotech Ltd","Chetan J Sandesara","Joint Managing Director"
1896,"Sterling Biotech Ltd","Vilas D Joshi",Director
1896,"Sterling Biotech Ltd","Priyadarshan B Mehta",Director
1896,"Sterling Biotech Ltd","Narendrabhai B Patel",Director
1896,"Sterling Biotech Ltd","R B Dixit",Director
1896,"Sterling Biotech Ltd","Kirtidev J Khatri","Company Secretary"
1909,"Rolta India Ltd","Kamal K Singh","Chairman & Managing Director"
1909,"Rolta India Ltd","R R Kumar",Director
1909,"Rolta India Ltd","K R Modi",Director
1909,"Rolta India Ltd","J S Dhillon",Director
1909,"Rolta India Ltd","V K Agarwala",Director
1909,"Rolta India Ltd","Atul D Tayal","Joint Managing Director"
1909,"Rolta India Ltd","A P Singh",Director
1909,"Rolta India Ltd","Ben Eazzetta",Director
1909,"Rolta India Ltd","Hiranya Ashar","Director (Finance) & CFO"
1909,"Rolta India Ltd","V K Chopra",Director
1909,"Rolta India Ltd","Dharmesh Desai","Company Secretary"
1909,"Rolta India Ltd","T C Venkat Subramanian",Director
1957,"Ruchi Infrastructure Ltd","Dinesh Shahra",Director
1957,"Ruchi Infrastructure Ltd","Mahendra Prasad Sharma","Whole-time Director"
1957,"Ruchi Infrastructure Ltd","Naveen Gupta",Director
1957,"Ruchi Infrastructure Ltd","Dinesh Khandelwal",Director
1957,"Ruchi Infrastructure Ltd","Kanta Prasad Mandhana",Director
1957,"Ruchi Infrastructure Ltd","Navamani Murugan",Director
1957,"Ruchi Infrastructure Ltd","Sajeve Deora",Director
1957,"Ruchi Infrastructure Ltd","Ashish Mehta","Company Secretary"
1957,"Ruchi Infrastructure Ltd","V K Jain","Additional Director"
1971,"Spanco Ltd","Kapil Puri","Chairman & Managing Director"
1971,"Spanco Ltd","Adarsh Bagaria","Whole-time Director"
1971,"Spanco Ltd","Sanjay Kukreja",Director
1971,"Spanco Ltd","Sunil Sarin",Director
1971,"Spanco Ltd","Subroto Chaudhury",Director
1971,"Spanco Ltd","Vijay Kumar Gupta","Additional Director"
1971,"Spanco Ltd","Pravin Kumar",Director
1971,"Spanco Ltd","Laxmi Kothari","Assistant Company Secretary"
2035,"Apar Industries Ltd","N D Desai",Chairman
2035,"Apar Industries Ltd","Kushal N Desai","Managing Director & CEO"
2035,"Apar Industries Ltd","C N Desai","Joint Managing Director"
2035,"Apar Industries Ltd","N K Thingalaya",Director
2035,"Apar Industries Ltd","F B Virani",Director
2035,"Apar Industries Ltd","H N Shah",Director
2035,"Apar Industries Ltd","Rajesh Sehgal",Director
2035,"Apar Industries Ltd","Sanjaya Kunder","Company Secretary"
