"ID","state","city","SID"
753,"Madhya Pradesh","Ujjain",26
754,"Madhya Pradesh","Umaria",26
755,"Madhya Pradesh","Vidisha",26
756,"Maharashtra","Achalpur",3
757,"Maharashtra","Ahmednagar",3
758,"Maharashtra","Ahmedpur",3
759,"Maharashtra","Ajra",3
760,"Maharashtra","Akkalkot",3
761,"Maharashtra","Akola",3
762,"Maharashtra","Akot",3
763,"Maharashtra","Alandi",3
764,"Maharashtra","Alibag",3
765,"Maharashtra","Amalner",3
766,"Maharashtra","Ambad",3
767,"Maharashtra","Ambejogai",3
768,"Maharashtra","Ambivali Tarf Wankhal",3
769,"Maharashtra","Amravati",3
770,"Maharashtra","Anjangaon",3
771,"Maharashtra","Arvi",3
772,"Maharashtra","Ashta",3
773,"Maharashtra","Aurangabad",3
774,"Maharashtra","Ausa",3
775,"Maharashtra","Baramati",3
776,"Maharashtra","Bhandara",3
777,"Maharashtra","Beed",3
778,"Maharashtra","Bhiwandi",3
779,"Maharashtra","Bhusawal",3
780,"Maharashtra","Buldhana",3
781,"Maharashtra","Chalisgaon",3
782,"Maharashtra","Chandrapur",3
783,"Maharashtra","Chinchani",3
784,"Maharashtra","Chiplun",3
785,"Maharashtra","Daund",3
786,"Maharashtra","Devgarh",3
787,"Maharashtra","Dhule",3
788,"Maharashtra","Dombivli",3
789,"Maharashtra","Durgapur",3
790,"Maharashtra","Gadchiroli",3
791,"Maharashtra","Ghatanji",3
792,"Maharashtra","Gondiya",3
793,"Maharashtra","Hingoli",3
794,"Maharashtra","Ichalkaranji",3
795,"Maharashtra","Jalgaon",3
796,"Maharashtra","Jalna",3
797,"Maharashtra","Junnar",3
798,"Maharashtra","Kalyan",3
799,"Maharashtra","Kamthi",3
800,"Maharashtra","Karad",3
801,"Maharashtra","karjat",3
802,"Maharashtra","Kolhapur",3
803,"Maharashtra","Latur",3
804,"Maharashtra","Loha",3
805,"Maharashtra","Lonar",3
806,"Maharashtra","Lonavla",3
807,"Maharashtra","Mahabaleswar",3
808,"Maharashtra","Mahad",3
809,"Maharashtra","Mahuli",3
810,"Maharashtra","Malegaon",3
811,"Maharashtra","Malkapur",3
812,"Maharashtra","Manchar",3
813,"Maharashtra","Mangalvedhe",3
814,"Maharashtra","Mangrulpir",3
815,"Maharashtra","Manjlegaon",3
816,"Maharashtra","Manmad",3
817,"Maharashtra","Manwath",3
818,"Maharashtra","Mehkar",3
819,"Maharashtra","Mhaswad",3
820,"Maharashtra","Mira-Bhayandar",3
821,"Maharashtra","Miraj",3
822,"Maharashtra","Morshi",3
823,"Maharashtra","Mukhed",3
824,"Maharashtra","Mul",3
825,"Maharashtra","Mumbai",3
826,"Maharashtra","Murtijapur",3
827,"Maharashtra","Nagpur",3
828,"Maharashtra","Nalasopara",3
829,"Maharashtra","Nanded-Waghala",3
830,"Maharashtra","Nandgaon",3
831,"Maharashtra","Nandura",3
832,"Maharashtra","Nandurbar",3
833,"Maharashtra","Narkhed",3
834,"Maharashtra","Nashik",3
835,"Maharashtra","Navi Mumbai",3
836,"Maharashtra","Nawapur",3
837,"Maharashtra","Nilanga",3
838,"Maharashtra","Osmanabad",3
839,"Maharashtra","Ozar",3
840,"Maharashtra","Pachora",3
841,"Maharashtra","Paithan",3
842,"Maharashtra","Palghar",3
843,"Maharashtra","Pandharkaoda",3
844,"Maharashtra","Pandharpur",3
845,"Maharashtra","Panvel",3
846,"Maharashtra","Parbhani",3
847,"Maharashtra","Parli",3
848,"Maharashtra","Parola",3
849,"Maharashtra","Partur",3
850,"Maharashtra","Pathardi",3
851,"Maharashtra","Pathri",3
852,"Maharashtra","Patur",3
853,"Maharashtra","Pauni",3
854,"Maharashtra","Pen",3
855,"Maharashtra","Phaltan",3
856,"Maharashtra","Pulgaon",3
857,"Maharashtra","Pune",3
858,"Maharashtra","Purna",3
859,"Maharashtra","Pusad",3
860,"Maharashtra","Raigad",3
861,"Maharashtra","Ratnagiri",3
862,"Maharashtra","Sangli",3
863,"Maharashtra","Satara",3
864,"Maharashtra","Sindhudurg",3
865,"Maharashtra","Solapur",3
866,"Maharashtra","Thane",3
867,"Maharashtra","Wardha",3
868,"Maharashtra","Washim",3
869,"Maharashtra","Yavatmal",3
870,"Manipur","Bishnupur",32
871,"Manipur","Chandel",32
872,"Manipur","Churachandpur",32
873,"Manipur","Imphal East",32
874,"Manipur","Imphal West",32
875,"Manipur","Senapati",32
876,"Manipur","Tamenglong",32
877,"Manipur","Thoubal",32
878,"Manipur","Ukhrul",32
879,"Meghalaya","East Garo Hills",33
880,"Meghalaya","East Khasi Hills",33
881,"Meghalaya","Jaintia Hills",33
882,"Meghalaya","Ri Bhoi",33
883,"Meghalaya","South Garo Hills",33
884,"Meghalaya","West Garo Hills",33
885,"Meghalaya","West Khasi Hills",33
886,"Mizoram","Aizawl",13
887,"Mizoram","Champhai",13
888,"Mizoram","Kolasib",13
889,"Mizoram","Lawngtlai",13
890,"Mizoram","Lunglei",13
891,"Mizoram","Mamit",13
892,"Mizoram","Saiha",13
893,"Mizoram","Serchhip",13
894,"Nagaland","Dimapur",30
895,"Nagaland","Kiphire",30
896,"Nagaland","Kohima",30
897,"Nagaland","Longleng",30
898,"Nagaland","Mokokchung",30
899,"Nagaland","Mon",30
900,"Nagaland","Peren",30
901,"Nagaland","Phek",30
902,"Nagaland","Tuensang",30
903,"Nagaland","Wokha",30
904,"Nagaland","Zunheboto",30
905,"Orissa","Anandapur",22
906,"Orissa","Angul",22
907,"Orissa","Anugul",22
908,"Orissa","Asika",22
909,"Orissa","Balangir",22
910,"Orissa","Balasore",22
911,"Orissa","Baleshwar",22
912,"Orissa","Bamra",22
913,"Orissa","Barbil",22
914,"Orissa","Bargarh",22
915,"Orissa","Bargarh",22
916,"Orissa","Baripada",22
917,"Orissa","Basudebpur",22
918,"Orissa","Belpahar",22
919,"Orissa","Berhampur",22
920,"Orissa","Bhadrak",22
921,"Orissa","Bhawanipatna",22
922,"Orissa","Bhuban",22
923,"Orissa","Bhubaneswar*",22
924,"Orissa","Biramitrapur",22
925,"Orissa","Boudh",22
926,"Orissa","Brahmapur",22
927,"Orissa","Brajrajnagar",22
928,"Orissa","Burla",22
929,"Orissa","Byasanagar",22
930,"Orissa","Cuttack",22
931,"Orissa","Debagarh",22
932,"Orissa","Dhenkanal",22
933,"Orissa","Deogarh",22
934,"Orissa","Ganjam",22
935,"Orissa","Gajapati",22
936,"Orissa","Gunupur",22
937,"Orissa","Hinjilicut",22
938,"Orissa","Jagatsinghapur",22
939,"Orissa","Jajapur",22
940,"Orissa","Jaleswar",22
941,"Orissa","Jatani",22
942,"Orissa","Jeypur",22
943,"Orissa","Jharsuguda",22
944,"Orissa","Joda",22
945,"Orissa","Kalahandi",22
946,"Orissa","Kantabanji",22
947,"Orissa","Karanjia",22
948,"Orissa","Kendrapara",22
949,"Orissa","Kendujhar",22
950,"Orissa","Kandhamal",22
951,"Orissa","Khordha",22
952,"Orissa","Koraput",22
953,"Orissa","Kuchinda",22
954,"Orissa","Madhyamgram",22
955,"Orissa","Malkangiri",22
956,"Orissa","Mayurbhanj",22
957,"Orissa","Nabarangapur",22
958,"Orissa","Nayagarh",22
959,"Orissa","Nuapada",22
960,"Orissa","Paradip",22
961,"Orissa","Parlakhemundi",22
962,"Orissa","Pattamundai",22
963,"Orissa","Phulabani",22
964,"Orissa","Puri",22
965,"Orissa","Rayagada",22
966,"Orissa","Sambalpur",22
967,"Orissa","Subarnapur",22
968,"Orissa","Sundergarh",22
969,"Pondicherry","Karaikal",34
970,"Pondicherry","Mahe",34
971,"Pondicherry","Pondicherry*",34
972,"Punjab","Ahmedgarh",12
973,"Punjab","Amritsar",12
974,"Punjab","Barnala",12
975,"Punjab","Batala",12
976,"Punjab","Bathinda",12
977,"Punjab","Bhagha Purana",12
978,"Punjab","Budhlada",12
979,"Punjab","Dasua",12
980,"Punjab","Dhuri",12
981,"Punjab","Dinanagar",12
982,"Punjab","Faridkot",12
983,"Punjab","Fazilka",12
984,"Punjab","Firozpur",12
985,"Punjab","Firozpur Cantt.",12
986,"Punjab","Fatehgarh Sahib",12
987,"Punjab","Giddarbaha",12
988,"Punjab","Gobindgarh",12
989,"Punjab","Gurdaspur",12
990,"Punjab","Hoshiarpur",12
991,"Punjab","Jagraon",12
992,"Punjab","Jaitu",12
993,"Punjab","Jalalabad",12
994,"Punjab","Jalandhar",12
995,"Punjab","Jalandhar Cantt.",12
996,"Punjab","Jandiala",12
997,"Punjab","Kamahi Devi",12
998,"Punjab","Kapurthala",12
999,"Punjab","Karoran",12
1000,"Punjab","Kartarpur",12
1001,"Punjab","Khanna",12
1002,"Punjab","Kharar",12
1003,"Punjab","Kot Kapura",12
1004,"Punjab","Kurali",12
1005,"Punjab","Longowal",12
1006,"Punjab","Ludhiana",12
1007,"Punjab","Malerkotla",12
1008,"Punjab","Malout",12
1009,"Punjab","Mansa",12
1010,"Punjab","Maur",12
1011,"Punjab","Moga",12
1012,"Punjab","Mohali",12
1013,"Punjab","Morinda",12
1014,"Punjab","Mukatsar",12
1015,"Punjab","Mukerian",12
1016,"Punjab","Muktsar",12
1017,"Punjab","Nabha",12
1018,"Punjab","Nakodar",12
1019,"Punjab","Nangal",12
1020,"Punjab","Nawanshahr",12
1021,"Punjab","Pathankot",12
1022,"Punjab","Patiala",12
1023,"Punjab","Patran",12
1024,"Punjab","Patti",12
1025,"Punjab","Phagwara",12
1026,"Punjab","Phillaur",12
1027,"Punjab","Rupnagar",12
1028,"Punjab","Sangrur",12
1029,"Punjab","Shahid Bhagat Singh Nagar",12
1030,"Punjab","Tarn Taran",12
1031,"Rajasthan","Ajmer",14
1032,"Rajasthan","Alwar",14
1033,"Rajasthan","Bali",14
1034,"Rajasthan","Bandikui",14
1035,"Rajasthan","Banswara",14
1036,"Rajasthan","Baran",14
1037,"Rajasthan","Barmer",14
1038,"Rajasthan","Beawar",14
1039,"Rajasthan","Bharatpur",14
1040,"Rajasthan","Bhilwara",14
1041,"Rajasthan","Bhinmal",14
1042,"Rajasthan","Bikaner",14
1043,"Rajasthan","Bilara",14
1044,"Rajasthan","Biwani",14
1045,"Rajasthan","Bundi",14
1046,"Rajasthan","Chittorgarh",14
1047,"Rajasthan","Churu",14
1048,"Rajasthan","Dausa",14
1049,"Rajasthan","Dholpur",14
1050,"Rajasthan","Devgarh",14
1051,"Rajasthan","Dungarpur",14
1052,"Rajasthan","Falna",14
1053,"Rajasthan","Fatehpur",14
1054,"Rajasthan","Ganganagar",14
1055,"Rajasthan","Hanumangarh",14
1056,"Rajasthan","Harsawa",14
1057,"Rajasthan","Jaipur",14
1058,"Rajasthan","Jaisalmer",14
1059,"Rajasthan","Jaitaran",14
1060,"Rajasthan","Jalore",14
1061,"Rajasthan","Jhalawar",14
1062,"Rajasthan","Jhunjhunu",14
1063,"Rajasthan","Jodhpur",14
1064,"Rajasthan","Karauli",14
1065,"Rajasthan","Kota",14
1066,"Rajasthan","Lachhmangarh",14
1067,"Rajasthan","Ladnu",14
1068,"Rajasthan","Lakheri",14
1069,"Rajasthan","Lalsot",14
1070,"Rajasthan","Losal",14
1071,"Rajasthan","Mahwa",14
1072,"Rajasthan","Makrana",14
1073,"Rajasthan","Malpura",14
1074,"Rajasthan","Mandalgarh",14
1075,"Rajasthan","Mandawa",14
1076,"Rajasthan","Mangrol",14
1077,"Rajasthan","Merta City",14
1078,"Rajasthan","Mount Abu",14
1079,"Rajasthan","Nadbai",14
1080,"Rajasthan","Nagar",14
1081,"Rajasthan","Nagaur",14
1082,"Rajasthan","Nargund",14
1083,"Rajasthan","Nasirabad",14
1084,"Rajasthan","Nathdwara",14
1085,"Rajasthan","Navalgund",14
1086,"Rajasthan","Nawalgarh",14
1087,"Rajasthan","Neem-Ka-Thana",14
1088,"Rajasthan","Nelamangala",14
1089,"Rajasthan","Nimbahera",14
1090,"Rajasthan","Niwai",14
1091,"Rajasthan","Nohar",14
1092,"Rajasthan","Nokha",14
1093,"Rajasthan","Pali",14
1094,"Rajasthan","Phalodi",14
1095,"Rajasthan","Phulera",14
1096,"Rajasthan","Pilani",14
1097,"Rajasthan","Pilibanga",14
1098,"Rajasthan","Pindwara",14
1099,"Rajasthan","Pipar City",14
1100,"Rajasthan","Prantij",14
1101,"Rajasthan","Pratapgarh",14
1102,"Rajasthan","Rajsamand",14
1103,"Rajasthan","Sawai Madhopur",14
1104,"Rajasthan","Sikar",14
1105,"Rajasthan","Sirohi",14
1106,"Rajasthan","Tonk",14
1107,"Rajasthan","Udaipur",14
1108,"Sikkim","East Sikkim",31
1109,"Sikkim","North Sikkim",31
1110,"Sikkim","South Sikkim",31
1111,"Sikkim","West Sikkim",31
1112,"Tamil Nadu","Arakkonam",23
1113,"Tamil Nadu","Arcot",23
1114,"Tamil Nadu","Ariyalur",23
1115,"Tamil Nadu","Aruppukkottai",23
1116,"Tamil Nadu","Bhavani",23
1117,"Tamil Nadu","Chengalpattu",23
1118,"Tamil Nadu","Chennai",23
1119,"Tamil Nadu","Chinna salem",23
1120,"Tamil Nadu","Coimbatore",23
1121,"Tamil Nadu","Coonoor",23
1122,"Tamil Nadu","Cuddalore",23
1123,"Tamil Nadu","Dharmapuri",23
1124,"Tamil Nadu","Dindigul",23
1125,"Tamil Nadu","Erode",23
1126,"Tamil Nadu","Gingee",23
1127,"Tamil Nadu","Gobichettipalayam",23
1128,"Tamil Nadu","Gudalur",23
1129,"Tamil Nadu","Gudalur",23
1130,"Tamil Nadu","Gudalur",23
1131,"Tamil Nadu","Jayankondam",23
1132,"Tamil Nadu","Kanchipuram",23
1133,"Tamil Nadu","Kanyakumari",23
1134,"Tamil Nadu","Karaikudi",23
1135,"Tamil Nadu","Karungal",23
1136,"Tamil Nadu","Karur",23
1137,"Tamil Nadu","Kollankodu",23
1138,"Tamil Nadu","Krishnagiri",23
1139,"Tamil Nadu","Lalgudi",23
1140,"Tamil Nadu","Madurai",23
1141,"Tamil Nadu","Nagapattinam",23
1142,"Tamil Nadu","Nagercoil",23
1143,"Tamil Nadu","Namagiripettai",23
1144,"Tamil Nadu","Namakkal",23
1145,"Tamil Nadu","Nandivaram-Guduvancheri",23
1146,"Tamil Nadu","Nanjikottai",23
1147,"Tamil Nadu","Natham",23
1148,"Tamil Nadu","Nellikuppam",23
1149,"Tamil Nadu","Neyveli",23
1150,"Tamil Nadu","Nilgiris",23
1151,"Tamil Nadu","O' Valley",23
1152,"Tamil Nadu","Oddanchatram",23
1153,"Tamil Nadu","P.N.Patti",23
1154,"Tamil Nadu","Pacode",23
1155,"Tamil Nadu","Padmanabhapuram",23
1156,"Tamil Nadu","Palani",23
1157,"Tamil Nadu","Palladam",23
1158,"Tamil Nadu","Pallapatti",23
1159,"Tamil Nadu","Pallikonda",23
1160,"Tamil Nadu","Panagudi",23
1161,"Tamil Nadu","Panruti",23
1162,"Tamil Nadu","Paramakudi",23
1163,"Tamil Nadu","Parangipettai",23
1164,"Tamil Nadu","Pattukkottai",23
1165,"Tamil Nadu","Perambalur",23
1166,"Tamil Nadu","Peravurani",23
1167,"Tamil Nadu","Periyakulam",23
1168,"Tamil Nadu","Periyasemur",23
1169,"Tamil Nadu","Pernampattu",23
1170,"Tamil Nadu","Pollachi",23
1171,"Tamil Nadu","Polur",23
1172,"Tamil Nadu","Ponneri",23
1173,"Tamil Nadu","Pudukkottai",23
1174,"Tamil Nadu","Pudupattinam",23
1175,"Tamil Nadu","Puliyankudi",23
1176,"Tamil Nadu","Punjaipugalur",23
1177,"Tamil Nadu","Ramanathapuram",23
1178,"Tamil Nadu","Salem",23
1179,"Tamil Nadu","Sivaganga",23
1180,"Tamil Nadu","Thanjavur",23
1181,"Tamil Nadu","Theni",23
1182,"Tamil Nadu","Tiruchirappalli",23
1183,"Tamil Nadu","Tirunelveli",23
1184,"Tamil Nadu","Tiruvallur",23
1185,"Tamil Nadu","Tiruvannamalai",23
1186,"Tamil Nadu","Tiruvarur",23
1187,"Tamil Nadu","Tuticorin",23
1188,"Tamil Nadu","Vellore",23
1189,"Tamil Nadu","Villupuram",23
1190,"Tamil Nadu","Virudhunagar",23
1191,"Telangana","Adilabad",37
1192,"Telangana","Hyderabad",37
1193,"Telangana","Karimnagar",37
1194,"Telangana","Khammam",37
1195,"Telangana","Mahbubnagar",37
1196,"Telangana","Medak",37
1197,"Telangana","Nalgonda",37
1198,"Telangana","Nizamabad",37
1199,"Telangana","Rangareddy",37
1200,"Telangana","Warangal",37
1201,"Tripura","Agartala",10
1202,"Tripura","Badharghat",10
1203,"Tripura","Dhalai",10
1204,"Tripura","North Tripura",10
1205,"Tripura","South Tripura",10
1206,"Tripura","West Tripura",10
1207,"Tripura","Dharmanagar",10
1208,"Tripura","Indranagar",10
1209,"Tripura","Jogendranagar",10
1210,"Tripura","Kailasahar",10
1211,"Tripura","Khowai",10
1212,"Tripura","Pratapgarh",10
1213,"Uttar Pradesh","Achhnera",4
1214,"Uttar Pradesh","Adari",4
1215,"Uttar Pradesh","Agra",4
1216,"Uttar Pradesh","Aligarh",4
1217,"Uttar Pradesh","Allahabad",4
1218,"Uttar Pradesh","Ambedkar Nagar",4
1219,"Uttar Pradesh","Amroha",4
1220,"Uttar Pradesh","Auraiya",4
1221,"Uttar Pradesh","Azamgarh",4
1222,"Uttar Pradesh","Badaun",4
1223,"Uttar Pradesh","Bagpat",4
1224,"Uttar Pradesh","Bahraich",4
1225,"Uttar Pradesh","Ballia",4
1226,"Uttar Pradesh","Balrampur",4
1227,"Uttar Pradesh","Banda",4
1228,"Uttar Pradesh","Barabanki",4
1229,"Uttar Pradesh","Bareilly",4
1230,"Uttar Pradesh","Bharthana",4
1231,"Uttar Pradesh","Bijnor",4
1232,"Uttar Pradesh","Budaun",4
1233,"Uttar Pradesh","Bulandshahr",4
1234,"Uttar Pradesh","Chakeri",4
1235,"Uttar Pradesh","Chandauli",4
1236,"Uttar Pradesh","Chandausi",4
1237,"Uttar Pradesh","Charkhari",4
1238,"Uttar Pradesh","Chitrakoot",4
1239,"Uttar Pradesh","Dadri",4
1240,"Uttar Pradesh","Deoria",4
1241,"Uttar Pradesh","Dhampur",4
1242,"Uttar Pradesh","Etah",4
1243,"Uttar Pradesh","Etawah",4
1244,"Uttar Pradesh","Faizabad",4
1245,"Uttar Pradesh","Farrukhabad",4
1246,"Uttar Pradesh","Fatehabad",4
1247,"Uttar Pradesh","Fatehgarh",4
1248,"Uttar Pradesh","Fatehpur",4
1249,"Uttar Pradesh","Fatehpur",4
1250,"Uttar Pradesh","Fatehpur Chaurasi",4
1251,"Uttar Pradesh","Fatehpur Sikri",4
1252,"Uttar Pradesh","Firozabad",4
1253,"Uttar Pradesh","Ghatampur",4
1254,"Uttar Pradesh","Gautam Buddha Nagar",4
1255,"Uttar Pradesh","Ghaziabad",4
1256,"Uttar Pradesh","Ghazipur",4
1257,"Uttar Pradesh","Gonda",4
1258,"Uttar Pradesh","Gorakhpur",4
1259,"Uttar Pradesh","Greater Noida",4
1260,"Uttar Pradesh","Hamirpur",4
1261,"Uttar Pradesh","Hapur",4
1262,"Uttar Pradesh","Hardoi",4
1263,"Uttar Pradesh","Hastinapur",4
1264,"Uttar Pradesh","Hathras",4
1265,"Uttar Pradesh","Jais",4
1266,"Uttar Pradesh","Jajmau",4
1267,"Uttar Pradesh","Jalaun",4
1268,"Uttar Pradesh","Jaunpur",4
1269,"Uttar Pradesh","Jhansi",4
1270,"Uttar Pradesh","Jyotiba Phule Nagar",4
1271,"Uttar Pradesh","Kannauj",4
1272,"Uttar Pradesh","Kalpi",4
1273,"Uttar Pradesh","Kanpur",4
1274,"Uttar Pradesh","Kanpur Nagar",4
1275,"Uttar Pradesh","Kaushambi",4
1276,"Uttar Pradesh","Kheri",4
1277,"Uttar Pradesh","Kota",4
1278,"Uttar Pradesh","Kulpahar",4
1279,"Uttar Pradesh","Kushinagar",4
1280,"Uttar Pradesh","Laharpur",4
1281,"Uttar Pradesh","Lakhimpur",4
1282,"Uttar Pradesh","Lal Gopalganj Nindaura",4
1283,"Uttar Pradesh","Lalganj",4
1284,"Uttar Pradesh","Lalitpur",4
1285,"Uttar Pradesh","Lar",4
1286,"Uttar Pradesh","Loni",4
1287,"Uttar Pradesh","Lucknow",4
1288,"Uttar Pradesh","Mahoba",4
1289,"Uttar Pradesh","Maharajganj",4
1290,"Uttar Pradesh","Mainpuri",4
1291,"Uttar Pradesh","Mathura",4
1292,"Uttar Pradesh","Mau",4
1293,"Uttar Pradesh","Meerut",4
1294,"Uttar Pradesh","Mirzapur",4
1295,"Uttar Pradesh","Modinagar",4
1296,"Uttar Pradesh","Moradabad",4
1297,"Uttar Pradesh","Muradnagar",4
1298,"Uttar Pradesh","Muzaffarnagar",4
1299,"Uttar Pradesh","Nagina",4
1300,"Uttar Pradesh","Najibabad",4
1301,"Uttar Pradesh","Nakur",4
1302,"Uttar Pradesh","Nanpara",4
1303,"Uttar Pradesh","Naraura",4
1304,"Uttar Pradesh","Naugawan Sadat",4
1305,"Uttar Pradesh","Nautanwa",4
1306,"Uttar Pradesh","Nawabganj",4
1307,"Uttar Pradesh","Nehtaur",4
1308,"Uttar Pradesh","Noida",4
1309,"Uttar Pradesh","Noorpur",4
1310,"Uttar Pradesh","Obra",4
1311,"Uttar Pradesh","Orai",4
1312,"Uttar Pradesh","Padrauna",4
1313,"Uttar Pradesh","Palia Kalan",4
1314,"Uttar Pradesh","Parasi",4
1315,"Uttar Pradesh","Phulpur",4
1316,"Uttar Pradesh","Pihani",4
1317,"Uttar Pradesh","Pilibhit",4
1318,"Uttar Pradesh","Pilkhuwa",4
1319,"Uttar Pradesh","Powayan",4
1320,"Uttar Pradesh","Pratapgarh",4
1321,"Uttar Pradesh","Pukhrayan",4
1322,"Uttar Pradesh","Puranpur",4
1323,"Uttar Pradesh","Purquazi",4
1324,"Uttar Pradesh","Purwa",4
1325,"Uttar Pradesh","Raebareli",4
1326,"Uttar Pradesh","Ramabai Nagar",4
1327,"Uttar Pradesh","Rampur",4
1328,"Uttar Pradesh","Saharanpur",4
1329,"Uttar Pradesh","Sant Kabir Nagar",4
1330,"Uttar Pradesh","Sant Ravidas Nagar",4
1331,"Uttar Pradesh","Shahjahanpur",4
1332,"Uttar Pradesh","Shravasti",4
1333,"Uttar Pradesh","Siddharthnagar",4
1334,"Uttar Pradesh","Sitapur",4
1335,"Uttar Pradesh","Sonbhadra",4
1336,"Uttar Pradesh","Sultanpur",4
1337,"Uttar Pradesh","Unnao",4
1338,"Uttar Pradesh","Varanasi",4
1339,"Uttarakhand","Almora",16
1340,"Uttarakhand","Bageshwar",16
1341,"Uttarakhand","Bazpur",16
1342,"Uttarakhand","Berinag",16
1343,"Uttarakhand","Chamoli",16
1344,"Uttarakhand","Chamba",16
1345,"Uttarakhand","Champawat",16
1346,"Uttarakhand","Chaukori",16
1347,"Uttarakhand","Dehradun",16
1348,"Uttarakhand","Haldwani",16
1349,"Uttarakhand","Haridwar",16
1350,"Uttarakhand","Jaspur",16
1351,"Uttarakhand","Kanda",16
1352,"Uttarakhand","Kashipur",16
1353,"Uttarakhand","kichha",16
1354,"Uttarakhand","Kotdwara",16
1355,"Uttarakhand","Manglaur",16
1356,"Uttarakhand","Mussoorie",16
1357,"Uttarakhand","Nagla",16
1358,"Uttarakhand","Nainital",16
1359,"Uttarakhand","Pauri",16
1360,"Uttarakhand","Pithoragarh",16
1361,"Uttarakhand","Rudraprayag",16
1362,"Uttarakhand","Tehri Garhwal",16
1363,"Uttarakhand","Udham Singh Nagar",16
1364,"Uttarakhand","Uttarkashi",16
1365,"West Bengal","Adra",9
1366,"West Bengal","Alipurduar",9
1367,"West Bengal","Arambagh",9
1368,"West Bengal","Asansol",9
1369,"West Bengal","Baharampur",9
1370,"West Bengal","Bally",9
1371,"West Bengal","Balurghat",9
1372,"West Bengal","Bankura",9
1373,"West Bengal","Barakar",9
1374,"West Bengal","Barasat",9
1375,"West Bengal","Bardhaman",9
1376,"West Bengal","Barrackpur",9
1377,"West Bengal","Bidhan Nagar",9
1378,"West Bengal","Birbhum",9
1379,"West Bengal","Chinsura",9
1380,"West Bengal","Contai",9
1381,"West Bengal","Cooch Behar",9
1382,"West Bengal","Dakshin Dinajpur",9
1383,"West Bengal","Dalkhola",9
1384,"West Bengal","Darjeeling",9
1385,"West Bengal","Dhulian",9
1386,"West Bengal","Dumdum",9
1387,"West Bengal","Durgapur",9
1388,"West Bengal","Habra*",9
1389,"West Bengal","Haldia",9
1390,"West Bengal","Howrah",9
1391,"West Bengal","Hugli-Chuchura",9
1392,"West Bengal","Islampur",9
1393,"West Bengal","Jalpaiguri",9
1394,"West Bengal","Jhargram",9
1395,"West Bengal","Kalimpong",9
1396,"West Bengal","Kharagpur",9
1397,"West Bengal","Kolkata",9
1398,"West Bengal","Konnagar",9
1399,"West Bengal","Krishnanagar",9
1400,"West Bengal","Mainaguri",9
1401,"West Bengal","Mal",9
1402,"West Bengal","Maldah",9
1403,"West Bengal","Mathabhanga",9
1404,"West Bengal","Medinipur",9
1405,"West Bengal","Memari",9
1406,"West Bengal","Monoharpur",9
1407,"West Bengal","Murshidabad",9
1408,"West Bengal","Nabadwip",9
1409,"West Bengal","Nadia",9
1410,"West Bengal","Naihati",9
1411,"West Bengal","Panchla",9
1412,"West Bengal","Pandua",9
1413,"West Bengal","Paschim Punropara",9
1414,"West Bengal","Purulia",9
1415,"West Bengal","North 24 Parganas",9
1416,"West Bengal","Paschim Medinipur",9
1417,"West Bengal","Purba Medinipur",9
1418,"West Bengal","Purulia",9
1419,"West Bengal","South 24 Parganas",9
1420,"West Bengal","Uttar Dinajpur",9
