Candidate,Criminal Cases,Education,ID,Party,Total Assets,Total Liabilities,ConstituencyID
Aroon Barooa,0,Post Graduate,4887,Regional Democratic Secular Congress,732083,0,52
Deba Kumar Barman,0,Others,4444,AITC,15202790,948237,52
Kirip Chaliha,0,Post Graduate,4097,INC,25799434,0,52
Madhab Rajbangshi,0,Graduate Professional,4098,AGP,6779962,5480000,52
Namrata Sarma,0,Post Graduate,4448,AAP,219905,0,52
Paresh Baishya,2,Graduate,4446,AIUDF,459875,0,52
Ramen Deka,0,Graduate,83,BJP,14782357,5400953,52
Ratul Kumar Choudhury,1,Graduate,4447,SP,780000,80000,52
Sahadev Das,0,Post Graduate,4449,BPF,1036784,0,52
Sahnur Ali,0,10th Pass,4886,IND,2001874,215000,52
Shachindra Nath Brahma,0,10th Pass,4445,IND,41000,0,52
Swarnalata Chaliha,0,Post Graduate,4099,SUCI(C),96500,0,52
Arshadurraza Khan,0,Post Graduate,3059,IND,3973500,0,428
Captain Phool Chandra Sharma,0,Graduate,3060,Jawan Kisan Morcha,1010000,0,428
Dharmendra Kumar,0,10th Pass,3051,BJP,5364652,0,428
Irshad Ali Ansari,0,Post Graduate,3062,Peace Party,2979192,0,428
Jitendra Singh,0,Post Graduate,3058,Naitik Party,1008091,0,428
Kunwar Sarvraj Singh,0,Graduate Professional,3050,SP,25118224,0,428
Mohd. Jarrar,0,8th Pass,3054,Bhartiya Naujawan Inklav Party,5305000,0,428
Naresh Singh Solanki,0,Graduate,3053,AAP,32537903,8782000,428
Omveer,0,Literate,3063,Bhartiya Vikas Party,211000,0,428
Pramod Kumar Yadav,0,Post Graduate,3052,Bhartiya Krishak Dal,477000,0,428
Saleem Iqbal Shervani,7,Graduate,3057,INC,353932000,0,428
Sunita Shakya,0,12th Pass,3056,BSP,46011233,0,428
Yogendra Kumar,1,10th Pass,3055,ABHM,234800,0,428
Arti Soni,0,10th Pass,8588,SHS,1118040,400000,148
Atul Kumar Thakur,0,Doctorate,8468,IND,643880,0,148
Baldev Raj,0,10th Pass,8352,Himachal Swabhiman Party,9725138,0,148
Bhupinder Mehra,0,Graduate,8590,IND,1503000,650000,148
Chander Kumar,0,Post Graduate,8350,INC,53716274,173656,148
Dhani Ram,0,Illiterate,8470,IND,54000,0,148
Lal Hussain,0,Illiterate,7999,BSP,3441000,500000,148
Parvesh Kumari,0,5th Pass,8589,SP,7800000,0,148
Prem Chand Vishavkarma,1,Post Graduate,7998,IND,17188430,696049,148
Rajan Sushant,0,Post Graduate,8351,AAP,21427036,1643381,148
Raman Kumar,0,12th Pass,8591,Bahujan Mukti Party,397000,36000,148
Shanta Kumar,0,Graduate Professional,8469,BJP,19852104,0,148
Arul Anbarasu,2,Post Graduate,7371,INC,45125593,27706387,365
"Ayodhi, L.( Dr).",0,Doctorate,7380,IND,7719824,745000,365
"Bharathi, K. Thiru",0,Post Graduate,7375,CPI(ML)L,1108295,40000,365
Bharathidasan R. Thiru.,0,Post Graduate,7385,IND,435535,0,365
"Jagathrakshakan, S. Thiru",0,10th Pass,7374,DMK,780453455,47551938,365
"Madhavaraj, K.V. Thiru.",1,12th Pass,7387,IND,95307,2225,365
"Masilamani, R. (Dr).",0,Post Graduate,7377,MDMK,20199073,0,365
"Mohamed Abbas, S. Thiru",0,Graduate,7373,BSP,200000,0,365
"Palani, A. Thiru",1,10th Pass,7384,IND,15310000,0,365
"Pugazhendi, A. Thiru",0,Graduate Professional,7386,IND,797000,0,365
Pulavar. E.Su. Mani. Thiru,0,Graduate,7376,National Organisation Congress,735000,0,365
"Rajagopal Mallar, P. Thiru",0,Post Graduate,7390,IND,8584801,1900000,365
"Ramachandiran, K. Thiru",0,5th Pass,7389,IND,762000,0,365
"Ramachandran, K.N. Thiru",0,Post Graduate,7372,AIADMK,936721057,80806268,365
"Ramesh, Thiru",0,Graduate,7388,IND,3249079,862500,365
Sampath. K. Thiru,0,Graduate,7383,IND,95596,28500,365
"Shanmugam, G. Thiru",0,Not Given,7382,IND,1153,0,365
"Shanmugam, K. Thiru",0,Graduate,7381,IND,419000,0,365
"Sridhar, C. Thiru",0,Post Graduate,7379,Ulzaipali Makkal Katchy,1665000,248000,365
"Sridhar,M.Thiru",0,10th Pass,7391,IND,90000,0,365
"Vasigaran, S.A.N. Thiru",0,12th Pass,7378,AAP,259529,0,365
Arun Kumar,0,12th Pass,2008,IND,13095700,320000,142
Atam Parkash,0,Post Graduate,438,IND,13665554,0,142
Baljeet,0,Graduate,2019,IND,410700,0,142
Balwan Singh,0,12th Pass,2020,IND,3560500,300000,142
Dr. Rajesh Mahendia,0,Doctorate,2025,IND,3298180,350000,142
Dr. Yudhbir Singh Khyalia,0,Doctorate,434,AAP,23346340,7678981,142
Dushyant Chautala,0,Graduate,201,INLD,361326990,68744460,142
Hansraj,0,12th Pass,204,IND,60000,0,142
Kartar Singh,0,Graduate,2010,IND,36950500,0,142
Kuldeep Bishnoi,1,Graduate,1054,HJC(BL),786595116,104464405,142
Kuldeep S/O Ishwar Singh,0,Graduate,2011,IND,1522160,0,142
Kuldeep S/O Karan Singh,0,8th Pass,2012,IND,225700,0,142
Kuldeep S/O Madan Lal,0,5th Pass,2015,IND,1012562,48000,142
Kuldeep S/O Narain Singh,0,5th Pass,2013,IND,55000,0,142
Kuldeep S/O Pardumn,0,Post Graduate,2014,IND,260000,102000,142
Kuldeep S/O Sajjan,0,12th Pass,2016,IND,6548165,137000,142
Kuldeep Singh S/O Shishpal,0,Post Graduate,2007,Bahujan Mukti Party,25500,0,142
Mamta Rani,0,8th Pass,435,"Rashtrawadi Parivartan Party (L.B,)",3922079,138000,142
Mange Ram,0,12th Pass,437,BSP,14755486,0,142
Narender,1,10th Pass,2018,IND,30260500,700000,142
Naresh Batra,0,10th Pass,433,IND,38729000,0,142
Narinder Kumar,0,Others,2017,IND,8931000,600000,142
Om Parkash,0,10th Pass,2006,Bharatiya Sant Mat Party,2024000,0,142
Phul Singh,0,Graduate,429,CPI(M),14551828,1022496,142
Raj Kumar,0,10th Pass,2023,IND,66000,0,142
Raj Singh,0,Others,2024,IND,708500,0,142
Rakesh Kumar (Rinku Bhai),0,12th Pass,2022,IND,451122,28102,142
Ramphal,0,12th Pass,203,IND,26200,0,142
Sampat Singh,0,Post Graduate,1267,INC,62661560,14371778,142
Satbir,0,5th Pass,431,IND,4959708,0,142
Shiv Kumar,0,10th Pass,2027,IND,305500,0,142
Shravan Kumar Asija,0,12th Pass,2028,IND,2380000,0,142
Sita Ram,0,Graduate,2029,IND,1200500,400000,142
Sunder,0,Literate,2030,IND,10170500,300000,142
Sushil Kaushik,0,Post Graduate,427,IND,51500,0,142
Sushil Nidhi,0,12th Pass,430,IND,2306220,800000,142
Umed Singh,0,5th Pass,2009,IND,25250500,300000,142
Vijay Kumar Sharma,0,Post Graduate,2026,IND,2730250,0,142
Vikas,3,Graduate,432,IND,473900,0,142
Vishnu Kumar,0,Graduate Professional,428,IND,31000,0,142
Yudhvir,0,10th Pass,2021,IND,675000,0,142
Arun Kumar,0,Graduate Professional,410,CPI,450000,0,138
Bhupinder Kumar,0,10th Pass,196,IND,120000,0,138
Bhura Ram,0,Not Given,1021,IND,26119165,0,138
Gurnam Singh,0,Not Given,1019,IND,50000,0,138
Ishwar Singh,0,5th Pass,1020,IND,6084400,37741,138
Kapoor Singh,0,Doctorate,408,BSP,32373100,3483000,138
Kusum Sherwal,0,Doctorate,412,INLD,21378240,696974,138
Phool Chand,0,8th Pass,411,IND,3750000,0,138
Raj Kumar,0,10th Pass,871,INC,36214599,5883900,138
Rajender Kumar,0,10th Pass,1993,Bhartiya Shakti Chetna Party,4150500,0,138
Ram Jawari,0,Graduate,1025,Rashtriya Karmyog Party,245500,0,138
Ramesh Chand,0,10th Pass,1023,IND,1110000,0,138
Rattan Lal Kataria,0,Post Graduate,89,BJP,42150634,843229,138
Surinder Pal Singh,0,Post Graduate,409,AAP,15369639,2104283,138
Arun Kumar Agarwal,0,12th Pass,1794,IND,29039342,0,492
Bhaichung Bhutia,0,10th Pass,1793,AITC,184406721,7746438,492
Goutam Bhattacharya,0,10th Pass,1791,SUCI(C),1201800,0,492
Kakali Majumdar (Roy),0,10th Pass,1790,BSP,2895875,711396,492
Lalit Singha,0,8th Pass,3029,Bahujan Mukti Party,269500,0,492
Mahendra Prasad Lama,0,Doctorate,1795,IND,34438296,3900024,492
Nima Lama,0,Graduate,1796,Gorkha Rashtriya Congress,7664167,155997,492
Niranjan Saha,0,Graduate Professional,3300,Amra Bangalee,1825400,0,492
Rabindra Roy Basunia,0,Post Graduate,3028,IND,3398828,230346,492
Saman Pathak,4,Graduate,1789,CPI(M),1959732,2142,492
Sujay Ghatak,0,Graduate,1792,INC,4787759,730303,492
Sunil Pandit,0,8th Pass,3030,Rashtriya Janasachetan Party (R.J.P.),848600,0,492
Surendrajeet Singh Ahluwalia,0,Graduate Professional,1797,BJP,23377223,443035,492
Arun Kumar Bhowmik,0,Graduate,165,SUCI(C),2443828,145939,402
Arunoday Saha,0,Doctorate,244,INC,33892463,0,402
Binay Debbarma,1,Graduate Professional,161,Indigenous Peoples Front of Tripura,520000,0,402
Joganati Datta,0,8th Pass,245,IND,165000,0,402
Kamal Kanti Debnath,0,10th Pass,162,IND,2569416,414150,402
Partha Karmakar,0,Graduate,524,CPI(ML)L,5540194,0,402
Pjech Debbarma,0,10th Pass,728,Jai Maha Bharath Party,15085500,10373,402
Rakhal Raj Datta,0,Post Graduate,166,Amra Bangalee,6549960,0,402
Ratan Chakraborti,0,Graduate,167,AITC,3314729,0,402
Salil Saha,0,Post Graduate,525,AAP,41153192,1973987,402
Sankar Prasad Datta,1,Post Graduate,45,CPI(M),1320900,0,402
Subal Bhowmik,1,Graduate Professional,163,Tripura Pragatishil Gramin Congress,4620411,0,402
Sudhindra Chandra Dasgupta,0,Graduate,164,BJP,2385517,0,402
Arun Kumar Roopak,0,Others,5074,Naya Daur Party,171000,0,346
Azad Husain,0,12th Pass,5071,BSP,27566246,2125000,346
Choudhary Nashrudeen,0,Literate,5083,Socialist Party (India),24094100,1450000,346
Dashrath Kumar,0,Doctorate,5080,Ambedkarite Party of India,1905000,200000,346
Hari Prasad,0,Post Graduate,5077,IND,707938,0,346
Hari Singh Sharma,0,8th Pass,5084,IND,516000,0,346
Jagdish Prasad Bairwa,0,10th Pass,5078,IND,2659200,0,346
Jitendra Singh,0,Graduate,4219,INC,111824330,4781367,346
Khaim Chand,0,8th Pass,5073,Bharatiya Yuva Shakti,7246800,0,346
Khoob Raj Neeraj,1,12th Pass,5085,Bahujan Mukti Party,11513535,700000,346
Kishan Lal,0,8th Pass,5086,IND,3061599,0,346
Mahant Chand Nath Yogi,0,Graduate,5070,BJP,199653,0,346
Mangu Ram Sain,0,12th Pass,5075,Akhil Bharatiya Congress Dal (Ambedkar),72000,0,346
Mursid Ahmed,0,Graduate,4222,AITC,63986428,88000,346
Nishar Ahmad,0,Literate,5076,Jai Maha Bharath Party,36413916,0,346
Ramesh Panaval,0,12th Pass,5082,IND,16000,0,346
Suresh Sharma,0,10th Pass,4218,Jago Party,275000,0,346
Virendra Vidrohi,0,Doctorate,4221,AAP,1178758,376527,346
Virja Nand,0,Graduate,4220,SP,5255484,0,346
Arun Kumar Singh,8,Post Graduate,9591,IND,15128298,0,479
Bharat,0,12th Pass,9596,Janta Raj Party,1503000,80000,479
Brijbhushan,0,Post Graduate,9240,AAP,1095551,97000,479
Deendayal,0,Doctorate,9592,Pragatisheel Manav Samaj Party,8145500,0,479
Dharam Yadav Urf D.P.Yadav,5,Graduate,9601,Rashtriya Parivartan Dal,595165067,87859264,479
Gupteshwar,0,10th Pass,9600,Lok Dal,14525880,0,479
Ishwar Dev,0,10th Pass,9602,Adarsh Rashtriya Vikas Party,1760000,0,479
Ishwari,1,Graduate Professional,9588,CPI(ML)L,1710500,0,479
Kailash Nath Singh Yadav,1,Graduate,9242,BSP,249325406,5000000,479
Kuber,0,8th Pass,9590,IND,611269,57000,479
Lakshaman,0,5th Pass,9593,IND,220000,160000,479
Manoj Sinha,0,Graduate Professional,9241,BJP,23376901,118700,479
Mohd Maqsood Khan,2,Graduate,9243,INC,1721667,0,479
Omkar Chauhan,0,Post Graduate,9594,Janvadi Party(Socialist),75762,0,479
Pappu,0,12th Pass,9595,Eklavya Samaj Party,41000,0,479
Rajendra Nath Ram,0,Graduate Professional,9589,Bahujan Mukti Party,570820,0,479
Satyadev Yadav,1,Post Graduate,9587,Naitik Party,103020000,200000,479
Shivkanya Kushwaha,0,5th Pass,9239,SP,74382000,26735000,479
Arun Kumar Tripathi,0,Graduate Professional,9228,AAP,26282936,0,471
Awadh Kishor Nigam,0,Graduate,9552,Adarsh Rashtriya Vikas Party,85000,0,471
Barkha Kinnar,0,Literate,9549,IND,19390267,0,471
Hemant Kishor Srivastava,0,Post Graduate,9551,IND,269500,20284,471
Intzarul,0,8th Pass,9568,Bahujan Mukti Party,615000,170000,471
Kalraj Mishra,0,Post Graduate,9684,BJP,55048193,0,471
Niyaj Ahmad,0,12th Pass,9232,BSP,36306005,1833575,471
Raju,1,Literate,9555,Moderate Party,216000,0,471
Ram Pravesh,0,12th Pass,9557,Bharatiya Ekta Dal,145500,0,471
Ram Preet,0,Literate,9563,Most Backward Classes Of India,597639,0,471
Sabha Kunwar,0,Post Graduate,9233,INC,4897276,544512,471
Shyam Sundar,0,10th Pass,9556,Peace Party,4950000,500000,471
Umesh,0,8th Pass,9554,Suheldev Bhartiya Samaj Party,14442000,0,471
Ved Prakash Mall,0,Not Given,9229,JD(U),8427012,1130000,471
Arun Singh(Chero),1,Graduate,9727,IND,426038,0,481
Ashok Kumar Kannaoujiya,0,Graduate Professional,9295,CPI,1180000,0,481
Bhagwati Prasad Chaudhary,1,Graduate Professional,9293,INC,21571918,1425250,481
Chhote Lal,0,5th Pass,9290,BJP,3687361,55313,481
Gun Devi ( Gyani Devi),0,Illiterate,9296,Qaumi Ekta Dal,1054898,0,481
Lawrence Anthony,0,12th Pass,9725,IND,1230000,0,481
Mangoi,0,12th Pass,9729,Bahujan Mukti Party,3229000,0,481
Pakaudi Lal Kol,0,Literate,9294,SP,17278483,0,481
Raj Kumar,0,8th Pass,9728,Shoshit Sandesh Party,105000,0,481
Rambriksha,0,Post Graduate,9726,IND,1024540,0,481
Ravi Shankar Kannaujia,0,Not Given,9292,AAP,6825000,550000,481
S. R. Darapuri,0,Graduate,9730,All India Peoples Front (Radical),12227165,596180,481
Shankar Kol,1,Literate,9291,CPI(ML)L,321000,0,481
Sharada Prasad,1,Literate,9289,BSP,10642000,0,481
Arun Thakur,0,12th Pass,1362,Samyak Parivartan Party,1081500,0,542
Deepak Kumar,0,12th Pass,1356,IND,236200,0,542
Dr. Nabhit Kapur,0,Doctorate,1358,Naya Daur Party,150000,0,542
Jagannath Tiwari,0,12th Pass,1359,IND,1476456,43236,542
Jai Ram Lal,0,10th Pass,1352,JKNPP,4827000,15000,542
Kumar Vivek Gautam,0,Graduate,1351,IND,390500,1900000,542
Mahesh Giri,1,10th Pass,67,BJP,5216375,400000,542
Manjeet Singh,0,Graduate Professional,1353,IND,143000,60000,542
Manju Chhibber,0,Graduate,28,RPI(A),31380000,0,542
Mohammad Shakeel Saifi,1,Literate,991,BSP,29743591,458360,542
Mohammed Naeem,1,10th Pass,1350,IND,2314000,59000,542
Mohd Naseer,0,8th Pass,1360,Peace Party,4398632,0,542
Mohd Shahid Siddiqui,0,12th Pass,1367,AITC,40044000,2010000,542
Ompal Singh,0,Graduate,1355,Kalyankari Jantantrik Party,9063978,550000,542
Padam Chand,0,10th Pass,1349,IND,2670000,0,542
Praveen Kumar,0,8th Pass,1365,Bhartiya Jan Manch,155178,1700,542
Prem Singh,0,Doctorate,1354,Socialist Party (India),13650000,200000,542
Rajesh,0,Graduate,1357,Ambedkar National Congress,83220,0,542
Rajmohan Gandhi,0,Post Graduate,494,AAP,48208736,0,542
Ram Briksh Mall,0,Post Graduate,1363,Hindusthan Nirman Dal,18234000,956912,542
Sandeep Dikshit,0,Post Graduate,493,INC,73671067,8872174,542
Shakeel Ahmed,0,12th Pass,1366,Jai Maha Bharath Party,882000,0,542
Virendra Mayer,0,Graduate,1361,Samajwadi Janata Party (Rashtriya),231000,0,542
"Arun, N.",0,Doctorate,6265,IND,10435836,2093000,364
"Dass, D.",0,10th Pass,6258,BSP,50000,0,364
"Elango, D.",0,8th Pass,6267,IND,400000,0,364
"Elango, N.",0,8th Pass,6268,IND,260000,0,364
"Elango, N.R",0,Graduate Professional,6257,DMK,43068404,1304056,364
"Elangovan, A.",0,8th Pass,6269,IND,400000,0,364
"Elangovan, D.",0,10th Pass,6270,IND,747800,0,364
"Gajendran, S.",0,12th Pass,6272,IND,152000,0,364
"Gopinathan, G.",0,Graduate,6273,IND,25686000,3020900,364
Hari G,4,Post Graduate,3929,AIADMK,32966706,0,364
"Hari, S.",0,10th Pass,6262,IND,422300,0,364
"Hari, S.",0,10th Pass,6263,IND,233800,0,364
"Harikrishnan, P.",0,Not Given,6264,IND,100000,0,364
Panchu.Udayakumar,0,Post Graduate,6271,IND,710000,150000,364
"Rajesh, R",0,Post Graduate,6259,INC,196025973,3000000,364
"Rajesh, S.",0,Graduate Professional,6260,AAP,7716,0,364
"Ravi, N.D.",0,Illiterate,6276,IND,55000,0,364
"Ravi, V.",0,12th Pass,6266,IND,281800,0,364
"Sadhu Muthu Kristnan Erajandran, T.M.S.",0,Doctorate,6274,IND,0,0,364
"Shettu, S.",0,Post Graduate,6275,IND,100000,0,364
"Sridhar, R.S",0,Graduate,6282,IND,2006000,100000,364
"Vadivel, A.",0,10th Pass,6277,IND,157800,0,364
"Velu, D.",0,8th Pass,6280,IND,1000000,0,364
"Velu, R.",1,Doctorate,6261,PMK,22414897,0,364
"Velu, R.",0,10th Pass,6279,IND,251116,0,364
"Velu, V.",0,12th Pass,6281,IND,797612,0,364
"Viswanathan, P.",0,8th Pass,6278,IND,347702,0,364
Arundhathi Jaiganesh (A) S.Jaiganesh,0,10th Pass,6864,IND,0,0,367
Auditor Gopinarayanan,0,Others,6862,Makkal Manadu Katchi,13736350,0,367
B. Ambeth Venkatesh,0,Illiterate,6848,IND,116000,0,367
C.D. Meyyappan,0,Post Graduate,6852,INC,89988340,1100000,367
D. Babu,0,5th Pass,6851,IND,60000,0,367
D. Ramesh,0,Post Graduate,6858,IND,495000,0,367
Dayanidhi Maran,0,Graduate,6853,DMK,109429193,0,367
J. Constandine Ravindran,1,Post Graduate,6849,DMDK,8690436,2610881,367
J. Prabhakar,0,10th Pass,6847,AAP,5085238,135000,367
K.Raveendran,0,Graduate Professional,6857,IND,266500,0,367
M. Mohamed Rasik,0,Graduate,6859,IND,100000,0,367
M. Murugan,0,Graduate Professional,6855,IND,954117,0,367
M. Prabakaran,0,10th Pass,6854,IND,6366720,215000,367
Muralikrishnan (A) Samaran,1,12th Pass,6850,BSP,5635750,1037250,367
P. Ahila,0,10th Pass,6863,IND,40000,0,367
P. Manimaran,0,5th Pass,6856,IND,61000,0,367
S.D. Krishnakumar,0,12th Pass,6845,RPI(A),1960000,822000,367
S.R. Vijayakumar,0,Graduate Professional,6846,AIADMK,13401510,350483,367
T. Ravikumar,0,8th Pass,6861,IND,116000,0,367
V. Chandramohan,0,12th Pass,6860,IND,52000,0,367
Arunkumar Sheshram Pathak,2,10th Pass,5356,IND,649767,40000,136
Aslam Mistry,0,8th Pass,7635,Bharatiya Bahujan Congress,976254,0,136
Chauhan Kesavbhai Malabhai,0,12th Pass,5357,BSP,225000,0,136
Keshavji L. Saradva,0,Graduate,7638,IND,56738000,650000,136
Lataben Ashokkumar Dwivedi,0,10th Pass,7643,IND,1794000,75000,136
Maksud Mirza,0,10th Pass,7634,INC,570000,0,136
Patel Bhupendrakumar Dhirubhai,0,10th Pass,5359,JD(U),3015000,0,136
Patel Mehool Kumar Thakorbhai,0,Graduate,4896,AAP,19178744,2077958,136
Patil Chandrakant Raghunath,7,10th Pass,5358,BJP,744761133,405888122,136
Percy Munshi,0,Graduate,7639,IND,10095000,0,136
Pyarelal Bharti,0,10th Pass,7636,Hindusthan Nirman Dal,21000,1000,136
Ramjan Mansuri(Journalist),0,10th Pass,7640,IND,170882,0,136
Ravshaheb Bhimrav Patil (Bandhu),0,12th Pass,7641,IND,2871000,0,136
Rohit Gandhi,0,Graduate,7642,IND,14778143,600000,136
Saiyed Mehmood Ahmed,0,10th Pass,4895,IND,102000,0,136
Shaikh Hasan Dagdu,0,Literate,4894,IND,149000,28000,136
Sonal Kellogg,0,Post Graduate,7637,Voters Party,2026644,41395,136
Vimal Patel (Endhal),0,12th Pass,7644,IND,126000,0,136
Warde Rajubhai Bhimrao,0,5th Pass,5360,Bahujan Mukti Party,1029005,0,136
Arup Kumar Mahanta,0,Graduate,138,CPI(ML)L,458613,0,55
Bijoy Kr. Tiru,0,Graduate,527,AIUDF,5238298,0,55
Binod Gogoi,0,Graduate,42,IND,3600000,0,55
Dr. Arun Kr. Sarmah,0,Doctorate,526,AGP,19515691,4850186,55
Gourav Gogoi,0,Post Graduate,115,INC,5473199,1042133,55
Jinti Gogoi,0,Graduate,533,AAP,42000,0,55
Jiten Gogoi,1,8th Pass,137,IND,14407099,2700000,55
Mantu Saikia,0,10th Pass,530,IND,5575521,6168003,55
Mithual Kumar,0,8th Pass,531,AIFB,1630000,0,55
Mrinal Kumar Saikia,0,Post Graduate,75,BJP,3360000,50000,55
Rahmat Ullah,0,Graduate Professional,528,IND,255300,0,55
Sahaba Ahmed,0,Graduate Professional,532,IND,10104000,0,55
Samsul Alam,0,Graduate,529,AITC,605000,0,55
Arvapally Ambati,0,10th Pass,6077,BSP,100000,0,8
Boilla Narender,0,10th Pass,6379,RPI,27700,0,8
Cherupally Seetharamulu,0,10th Pass,6078,CPI(M),7692700,0,8
Dr. Narsaiah Boora,0,Post Graduate,6377,TRS,202983225,13574088,8
Guahati Motilal,2,Literate,6376,All India Majlis-E-Ittehadul Muslimeen,7493876,0,8
Guduru Janardhan Reddy,0,10th Pass,4520,Jai Samaikyandhra Party,2223000,1550000,8
Kapilavai Dileep Kumar,0,Post Graduate,6378,RLD,49896406,0,8
Komatireddy Rajgopal Reddy,0,Graduate,4519,INC,667095133,6813472,8
N. Indrasena Reddy,0,Post Graduate,6081,BJP,138815590,5055000,8
Nagula Srinivas Yadav,1,Graduate Professional,6383,Mahajana Socialist Party,8043000,650000,8
Navulla Mallareddy,0,Post Graduate,6079,IND,1485500,45000,8
Ravulapally Kondal Rao,0,Post Graduate,6381,Pyramid Party of India,3480000,0,8
Varikuppala Krishna,1,8th Pass,6080,IND,11976000,2400000,8
Arvind Dongre,0,10th Pass,1590,Bahujan Mukti Party,4084000,0,237
Chandrabhan Singh Choudhary,0,Graduate Professional,767,BJP,88884662,2258313,237
Dhaniram Yaduwanshi,0,12th Pass,1598,IND,504199,148810,237
Dwarka Prasad Pahade,0,12th Pass,1597,IND,1276700,0,237
Jalasram Nagwanshi,0,12th Pass,1595,IND,268000,0,237
Kamal Nath,0,Graduate,766,INC,2069080434,51172087,237
Kripashankar Yadav,0,12th Pass,1593,IND,1106345,0,237
Mahesh Dubey,0,Graduate,769,AAP,500000,0,237
Nitinkumar Sahu,2,10th Pass,770,BSP,585000,150000,237
Pardaeshi Lal Uikey,0,12th Pass,768,GGP,864500,0,237
Ramesh,0,8th Pass,1592,Ambedkarite Party of India,0,0,237
Shri Subhash Shukla,0,12th Pass,765,SP,380000,0,237
Sita Ram Sareyam,0,10th Pass,1599,IND,180000,0,237
Arvind Kumar Sharma,0,Post Graduate,205,INC,35428444,15584114,140
Arvind Tiwari,0,Doctorate,2034,IND,160000,0,140
Ashish,0,Graduate,440,AIFB,2077000,1100000,140
Ashwini Kumar,6,Graduate,1052,BJP,698638135,153937858,140
Davinder Singh,0,12th Pass,1051,Rashtriya Karmyog Party,240000,0,140
Devender,0,12th Pass,1107,RPI(A),625000,201000,140
Duli Chand,0,Graduate Professional,206,Lok Parivartan Party(DC),4828000,290000,140
Jagbir Singh Rana,0,Post Graduate,2036,IND,54297291,2759783,140
Jagdish,0,Illiterate,2035,IND,4778000,60000,140
Jaswinder Singh,0,10th Pass,1048,INLD,46436884,2562000,140
Khatab Singh Mor,0,12th Pass,2031,Bhartiya Shakti Chetna Party,14880000,200000,140
Kismat Sharma,0,10th Pass,439,IND,1350000,540000,140
Mahinder Pal,0,5th Pass,442,IND,8401000,8000000,140
Mahmood Hassan,0,8th Pass,2037,IND,1622345,640000,140
Mam Chand,0,Illiterate,441,CPI,37120000,2100000,140
Maratha Virender Verma,0,Graduate Professional,46,BSP,96600000,0,140
Pale Ram Kashyap,0,10th Pass,2032,Rashtriya Janshakti Party(Eklavya),731148,0,140
Paramjit Singh,0,Graduate,1050,AAP,2863613,1382819,140
Puran Singh Panwar,0,Graduate Professional,2033,Rashtravadi Janata Party,3621304,296000,140
Rajesh Kumar,0,Graduate,2038,IND,18210000,225000,140
Ramphal Sharma,0,10th Pass,2039,IND,4537000,0,140
Savitri,0,Illiterate,2041,IND,3700000,200000,140
Shashi Saini,0,Post Graduate,2040,IND,73585000,0,140
Asaduddin Owaisi,4,Graduate Professional,4523,All India Majlis-E-Ittehadul Muslimeen,40611099,14000000,11
Binghi Rajashekar,0,10th Pass,6211,Pyramid Party of India,490000,200000,11
Boddu Sainath Reddy,0,10th Pass,7892,Yuvajana Sramika Rythu Congress Party,5031000,0,11
Dr.Bhagavanth Rao,0,Graduate Professional,7888,BJP,4274998,0,11
Jaya Vindhyala,0,Post Graduate,6213,Socialist Party (India),1850000,500000,11
Lubna Sarwath,0,Doctorate,7894,AAP,65500,0,11
M A Habeeb,1,10th Pass,7897,IND,141000,0,11
Md Osman,2,5th Pass,6210,IND,977524,0,11
N.Mahender Singh,1,12th Pass,7893,Nava Bharat National Party,5300000,2000000,11
Rashid Shareef,0,8th Pass,7889,TRS,9901000,0,11
S Krishna Reddy,0,Graduate,7887,INC,25397000,369391,11
S.Khaja Moinuddin,0,Graduate,7891,All India Azad Congress Party,3020000,150000,11
Shaik Moin,0,Literate,7896,IND,40000,0,11
Syed Abdul Gaffer,0,12th Pass,6212,IND,109250,0,11
Syed Mustafa Mahmood,0,12th Pass,7895,Majlis Bachao Tahreek,400000,0,11
Venu Gopal.P,0,Post Graduate,7890,BSP,50000,0,11
Asarpat Singh,0,12th Pass,3138,IND,600528,0,408
Bhagwan Dass Rathor,0,Graduate Professional,3140,Mahan Dal,9219083,0,408
Girish Chandra,1,Graduate,3148,BSP,24839368,8097654,408
Manju Devi,0,10th Pass,3142,Lok Dal,266013,0,408
Om Prakash Ravi,0,8th Pass,3153,SHS,468848,0,408
Sarika,2,Graduate,3147,AAP,400000,0,408
Shamsher,0,8th Pass,3152,IND,101000,0,408
Sharishtha Kumar Singh,0,Graduate,3151,Jai Maha Bharath Party,5632000,0,408
Sheesh Ram Singh Ravi,0,Graduate,3149,Peace Party,21393387,3830925,408
Sunil,0,10th Pass,3150,IND,942300,0,408
Tej Singh,0,Graduate,3144,Ambedkar Samaj Party,38907469,0,408
Vinod Kumar Tejyan,2,Post Graduate,3141,Bahujan Mukti Party,21180272,3200000,408
Yashwant Singh,0,Post Graduate,3139,BJP,34806740,0,408
Asha Ram Kasyap,0,10th Pass,8293,Rashtriya Mahan Gantantra Party,72000,0,488
Avtar Singh,0,Graduate,7978,SP,46167000,11500000,488
Balli Singh Cheema,0,Graduate,7980,AAP,2614200,909100,488
Bhagat Singh Koshyari,0,Post Graduate,7973,BJP,5562704,0,488
Bhagwan Swaroop,0,Graduate,8576,IND,352800,0,488
Bhuwan Chandra Joshi,0,Graduate Professional,8292,IND,1832061,0,488
