,Sno,name_x,party,state_x,score,Unnamed: 0,id,name_y,state_y,designation
0,108,"Mallya, Dr. Vijay ",IND.,Karnataka,0.6412574648857117,885,368,Vijay Mallya,Karnataka,Chairman
