,Sno,name_x,party,state_x,score,Unnamed: 0,id,name_y,state_y,designation
0,108,"Mallya, Dr. Vijay ",IND.,Karnataka,0.9009571075439453,885,368,Vijay Mallya,Karnataka,Chairman
0,148,"Prabhu, Shri Suresh ",BJP,Haryana,0.8273320198059082,395,125,Suresh Prabhu,Maharashtra,Director
0,204,"Singh, Dr. Manmohan ",INC,Assam,0.7973429560661316,4701,20703,Manmohan Singh,New Delhi,Director (Commercial)
0,66,"Gupta, Shri Vivek ",AITC,West Bengal,0.7923230528831482,9238,28315,Vivek Gupta,New Delhi,Company Secretary
0,6,"Akhtar, Shri Javed ",NOM.,Nominated,0.7851419448852539,3077,5586,Javed Akhtar,Maharashtra,Director
0,3,"Aga, Ms. Anu ",NOM.,Nominated,0.7851419448852539,2925,4767,Anu Aga,Maharashtra,Director
