state,name,candidate id,party,uuid
KARNATAKA,Prakash Hukkeri,1815,INC,169
KARNATAKA,B.N.Chandrappa,1085,INC,170
KARNATAKA,Nalin Kumar Katil,1221,BJP,171
KARNATAKA,G.M. Siddeshwara,1220,BJP,172
KARNATAKA,Pralhad Joshi,1075,BJP,173
KARNATAKA,Mallikarjun Kharge,358,INC,174
KARNATAKA,H.D. Devegowda,2613,JD(S),175
KARNATAKA,Udasi Shivakumar Channabasappa,1070,BJP,176
KARNATAKA,K H Muniyappa,126,INC,177
KARNATAKA,Sanganna A. Karadi,1186,BJP,178
KARNATAKA,C.S.Puttaraju,1088,JD(S),179
KARNATAKA,Prathap Simha,1216,BJP,180
KARNATAKA,B.V.Nayak,2120,INC,181
KARNATAKA,B.S. Yeddyurappa,399,BJP,182
KARNATAKA,S.P.Muddahanumegowda,605,INC,183
KARNATAKA,Shobha Karandlaje,182,BJP,184
KARNATAKA,Anantkumar Hegde,398,BJP,185
KERALA,K C Venugopal,327,INC,186
KERALA,P.K.Biju,1900,CPI(M),187
KERALA,A Sampath,340,CPI(M),188
KERALA,Innocent,290,IND,189
KERALA,K.V. Thomas,6,INC,190
KERALA,Adv.Joice George,712,IND,191
KERALA,P K Sreemathi,255,CPI(M),192
KERALA,P Karunakaran,251,CPI(M),193
KERALA,N.K.Premachandran,14,RSP,194
KERALA,Jose K Mani,11,KC(M),195
KERALA,M .K Raghavan,961,INC,196
KERALA,E. Ahamed,279,IUML,197
KERALA,Kodikunnil Suresh,13,INC,198
KERALA,M B Rajesh,1889,CPI(M),199
KERALA,Anto Antony,964,INC,200
KERALA,E. T. Mohammed Basheer,273,IUML,201
KERALA,Dr. Shashi Tharoor,64,INC,202
KERALA,C N Jayadevan,297,CPI,203
KERALA,Mullappally Ramachandran,260,INC,204
KERALA,M I Shanavas,960,INC,205
LAKSHADWEEP,Mohammed Faizal.P.P,21,NCP,206
MADHYA PRADESH,Bodhsingh Bhagat,761,BJP,207
MADHYA PRADESH,Jyoti Dhurve,4752,BJP,208
MADHYA PRADESH,Bhagirath Prasad,2898,BJP,209
MADHYA PRADESH,Alok Sanjar,2907,BJP,210
MADHYA PRADESH,Kamal Nath,766,INC,211
MADHYA PRADESH,Prahalad Singh Patel,2921,BJP,212
MADHYA PRADESH,Manohar Untwal,4178,BJP,213
MADHYA PRADESH,Savitri Thakur,4183,BJP,214
MADHYA PRADESH,Jyotiraditya M. Scindia,2933,INC,215
MADHYA PRADESH,Narendra Singh Tomar,2957,BJP,216
MADHYA PRADESH,Uday Pratap Singh,134,BJP,217
MADHYA PRADESH,Sumitra Mahajan,4765,BJP,218
MADHYA PRADESH,Rakesh Singh Urf Ghanshyam Singh,750,BJP,219
MADHYA PRADESH,Nagendra Singh,2962,BJP,220
MADHYA PRADESH,Nandkumar Singh Chouhan,4194,BJP,221
MADHYA PRADESH,Subhash Patel,4200,BJP,222
MADHYA PRADESH,Faggan Singh Kulaste,129,BJP,223
MADHYA PRADESH,Sudhir Gupta,4203,BJP,224
MADHYA PRADESH,Anoop Mishra,2983,BJP,225
MADHYA PRADESH,Rodmal Nagar,2993,BJP,226
MADHYA PRADESH,Dileep Singh Bhuriya,4805,BJP,227
MADHYA PRADESH,Janardan Mishra,738,BJP,228
MADHYA PRADESH,Laxmi Narayan Yadav,3001,BJP,229
MADHYA PRADESH,Ganesh Singh,732,BJP,230
MADHYA PRADESH,Dalpat Singh Paraste,745,BJP,231
MADHYA PRADESH,Riti Pathak,741,BJP,232
MADHYA PRADESH,Dr. Virendra Kumar,3011,BJP,233
MADHYA PRADESH,Chintamani Malviya,4209,BJP,234
MADHYA PRADESH,Sushma Swaraj,4818,BJP,235
MAHARASHTRA,Gandhi Dilipkumar Mansukhlal,3492,BJP,236
MAHARASHTRA,Dhotre Sanjay Shyamrao,543,BJP,237
MAHARASHTRA,Adsul Anandrao Vithoba,315,SHS,238
MAHARASHTRA,Chandrakant Bhaurao Khaire,5156,SHS,239
MAHARASHTRA,Supriya Sule,3386,NCP,240
MAHARASHTRA,Munde Pritam,9896,BJP,241
MAHARASHTRA,Nanabhau Falgunrao Patole,917,BJP,242
MAHARASHTRA,Kapil Moreshwar Patil,5185,BJP,243
MAHARASHTRA,Jadhav Prataprao Ganpatrao,777,SHS,244
MAHARASHTRA,Ahir Hansraj Gangaram,926,BJP,245
MAHARASHTRA,Bhamare Subhash Ramrao,5203,BJP,246
MAHARASHTRA,Chavan Harishchandra Deoram,5822,BJP,247
MAHARASHTRA,Ashok Mahadeorao Nete,689,BJP,248
MAHARASHTRA,Raju Shetty,3501,Swabhimani Paksha,249
MAHARASHTRA,Rajeev Shankarrao Satav,3511,INC,250
MAHARASHTRA,Patil Ashok Tapiram,5833,BJP,251
MAHARASHTRA,Danve Raosaheb Dadarao,5855,BJP,252
MAHARASHTRA,Dr.Shrikant Eknath Shinde,5869,SHS,253
MAHARASHTRA,Dhananjay Bhimrao Mahadik,3532,NCP,254
MAHARASHTRA,Gaikwad Sunil Baliram,3548,BJP,255
MAHARASHTRA,Mohite Patil Vijaysinh Shankarrao,3565,NCP,256
MAHARASHTRA,Barne Shrirang Chandu,3356,SHS,257
MAHARASHTRA,Gopal Chinayya Shetty,5896,BJP,258
MAHARASHTRA,Poonam Mahajan Alias Poonam Vajendla Rao,5902,BJP,259
MAHARASHTRA,Kirit Somaiya,7220,BJP,260
MAHARASHTRA,Gajanan Chandrakant Kirtikar,5908,SHS,261
MAHARASHTRA,Sawant Arvind Ganpat,5913,SHS,262
MAHARASHTRA,Shewale Rahul Ramesh,5950,SHS,263
MAHARASHTRA,Gadkari Nitin Jairam,1226,BJP,264
MAHARASHTRA,Shri Chavan Ashokrao Shankarrao,3590,INC,265
MAHARASHTRA,Dr.Gavit Heena Vaijaykumar,7249,BJP,266
MAHARASHTRA,Godse Hement Tukaram,5961,SHS,267
MAHARASHTRA,Gaikwad Ravindra Vishwanath,3598,SHS,268
MAHARASHTRA,Wanaga Chintaman Navasha,5977,BJP,269
MAHARASHTRA,Jadhav Sanjay (Bandu) Haribhau,3621,SHS,270
MAHARASHTRA,Anil Shirole,3373,BJP,271
MAHARASHTRA,Geete Anant Gangaram,5997,SHS,272
MAHARASHTRA,Krupal Balaji Tumane,942,SHS,273
MAHARASHTRA,Vinayak Bhaurao Raut,3642,SHS,274
MAHARASHTRA,Khadase Raksha Nikhil,5594,BJP,275
MAHARASHTRA,Sanjaykaka Patil,3655,BJP,276
MAHARASHTRA,Shrimant Chh. Udayanraje Pratapsinha Bhonsale,3676,NCP,277
MAHARASHTRA,Lokhande Sadashiv Kisan,3405,SHS,278
MAHARASHTRA,Adhalrao Shivaji Dattatrey,3391,SHS,279
MAHARASHTRA,Sharad Bansode,3692,BJP,280
MAHARASHTRA,Vichare Rajan Baburao,5662,SHS,281
MAHARASHTRA,Ramdas Chandrabhanji Tadas,944,BJP,282
MAHARASHTRA,Gawali Bhavana Pundlikrao,1511,SHS,283
MANIPUR,Dr. Thokchom Meinya,3477,INC,284
MANIPUR,Thangso Baite,534,INC,285
MEGHALAYA,Vincent H. Pala,538,INC,286
MEGHALAYA,Purno Agitok Sangma,650,NPP,287
MIZORAM,C. L. Ruala,1042,INC,288
NAGALAND,Neiphiu Rio,407,NPF,289
NATIONAL CAPITAL TERRITORY OF DELHI,Dr. Harsh Vardhan,65,BJP,290
NATIONAL CAPITAL TERRITORY OF DELHI,Mahesh Giri,67,BJP,291
NATIONAL CAPITAL TERRITORY OF DELHI,Smt. Meenakshi Lekhi,68,BJP,292
NATIONAL CAPITAL TERRITORY OF DELHI,Manoj Tiwari,66,BJP,293
NATIONAL CAPITAL TERRITORY OF DELHI,Udit Raj,69,BJP,294
NATIONAL CAPITAL TERRITORY OF DELHI,Ramesh Bidhuri,71,BJP,295
NATIONAL CAPITAL TERRITORY OF DELHI,Parvesh Sahib Singh,70,BJP,296
ORISSA,Ladu Kishore Swain,823,BJD,297
ORISSA,Rabindra Kumar Jena,3239,BJD,298
ORISSA,Prabhas Kumar Singh,789,BJD,299
ORISSA,Sidhant Mohapatra,118,BJD,300
ORISSA,Arjun Charan Sethi,3246,BJD,301
ORISSA,Prasanna Kumar Patasani-,3710,BJD,302
ORISSA,Kalikesh Narayan Singh Deo,807,BJD,303
ORISSA,Bhartruhari Mahatab,3276,BJD,304
ORISSA,Tathagata Satpathy,3263,BJD,305
ORISSA,Kulamani Samal,3712,BJD,306
ORISSA,Rita Tarai,3255,BJD,307
ORISSA,Arka Keshari Deo,815,BJD,308
ORISSA,Pratyusha Rajeshwari Singh,9888,BJD,309
ORISSA,Sri Baijayant Panda,3287,BJD,310
ORISSA,Sakuntala Laguri,3220,BJD,311
ORISSA,Jhina Hikaka,1171,BJD,312
ORISSA,Rama Chandra Hansdah,3228,BJD,313
ORISSA,Balabhadra Majhi,816,BJD,314
ORISSA,Pinaki Mishra,3715,BJD,315
ORISSA,Nagendra Kumar Pradhan,796,BJD,316
ORISSA,Jual Oram,804,BJP,317
PUDUCHERRY,R. Radhakrishnan,5578,All India N.R. Congress,318
PUNJAB,Captain Amarinder Singh,6088,INC,319
PUNJAB,Prem Singh Chandumajra,6110,SAD,320
PUNJAB,Harsimrat Kaur Badal,7800,SAD,321
PUNJAB,Prof. Sadhu Singh,6133,AAP,322
PUNJAB,Harinder Singh Khalsa,6141,AAP,323
PUNJAB,Sher Singh Ghubaya,6148,SAD,324
PUNJAB,Vinod Khanna,7656,BJP,325
PUNJAB,Vijay Sampla,101,BJP,326
PUNJAB,Santokh Singh Chaudhary,7699,INC,327
PUNJAB,Ranjit Singh Brahmpura,7682,SAD,328
PUNJAB,Ravneet Singh Bittu,7751,INC,329
PUNJAB,Dr.Dharam Vira Gandhi,7853,AAP,330
PUNJAB,Bhagwant Mann,7830,AAP,331
RAJASTHAN,Sanwar Lal Jat,3412,BJP,332
RAJASTHAN,Mahant Chand Nath Yogi,5070,BJP,333
RAJASTHAN,Manshankar Ninama,2442,BJP,334
RAJASTHAN,Col. Sona Ram,2472,BJP,335
RAJASTHAN,Bahadur Singh,4225,BJP,336
RAJASTHAN,Subhash Chandra Baheria,2415,BJP,337
RAJASTHAN,Arjun Ram Meghwal,2304,BJP,338
RAJASTHAN,Chandra Prakash,2436,BJP,339
RAJASTHAN,Rahul Kaswan,2312,BJP,340
RAJASTHAN,Harish Chandra,4237,BJP,341
RAJASTHAN,Nihalchand,2281,BJP,342
RAJASTHAN,Ramcharan Bohara,2371,BJP,343
RAJASTHAN,Rajyavardhan Singh Rathore,2360,BJP,344
RAJASTHAN,Devji Patel,3424,BJP,345
RAJASTHAN,Dushyant,2394,BJP,346
RAJASTHAN,Santosh Ahlawat,2332,BJP,347
RAJASTHAN,Gajendrasingh Shekhawat,3438,BJP,348
RAJASTHAN,Manoj Rajoria,5111,BJP,349
RAJASTHAN,Om Birla,2409,BJP,350
RAJASTHAN,C R Choudhary,3452,BJP,351
RAJASTHAN,P P Choudhary,3464,BJP,352
RAJASTHAN,Hari Om Singh Rathore,2459,BJP,353
RAJASTHAN,Sumedha Nand Saraswati,2345,BJP,354
RAJASTHAN,Sukhbir Singh Jaunapuria,4246,BJP,355
RAJASTHAN,Arjunlal Meena,2449,BJP,356
SIKKIM,Prem Das Rai,2490,SDF,357
TAMIL NADU,Hari G,3929,AIADMK,358
TAMIL NADU,V.Elumalai,6283,AIADMK,359
TAMIL NADU,S.R. Vijayakumar,6846,AIADMK,360
TAMIL NADU,Venkatesh Babu .T.G,6869,AIADMK,361
TAMIL NADU,Dr. J. Jayavardhan,6917,AIADMK,362
TAMIL NADU,M.Chandrakasi,3958,AIADMK,363
TAMIL NADU,Nagarajan- P.,6965,AIADMK,364
TAMIL NADU,A.Arunmozhithevan,3955,AIADMK,365
TAMIL NADU,Anbumani Ramadoss,6995,PMK,366
TAMIL NADU,Udhaya Kumar .M,6322,AIADMK,367
TAMIL NADU,Selvakumara Chinnayan S,6350,AIADMK,368
TAMIL NADU,K. Kamaraj,3934,AIADMK,369
TAMIL NADU,Maragatham K,7006,AIADMK,370
TAMIL NADU,Radhakrishnan P.,7015,BJP,371
TAMIL NADU,Thambidurai.M,3947,AIADMK,372
TAMIL NADU,Ashok Kumar.K,7060,AIADMK,373
TAMIL NADU,R.Gopalakrishnan,3965,AIADMK,374
TAMIL NADU,Bharathi Mohan R.K,7075,AIADMK,375
TAMIL NADU,Gopal. Dr. K,7094,AIADMK,376
TAMIL NADU,Sundaram P.R,3943,AIADMK,377
TAMIL NADU,Gopalakrishnan- C.,7106,AIADMK,378
TAMIL NADU,R.P.Marutharajaa,3953,AIADMK,379
TAMIL NADU,Mahendran.C,7137,AIADMK,380
TAMIL NADU,Anwhar Raajhaa.A,7152,AIADMK,381
TAMIL NADU,Pannerselvam.V,3938,AIADMK,382
TAMIL NADU,Pr Senthilnathan,3961,AIADMK,383
TAMIL NADU,Ramachandran- K.N. Thiru,7372,AIADMK,384
TAMIL NADU,Vasanthi.M,7567,AIADMK,385
TAMIL NADU,Parasuraman.K,7459,AIADMK,386
TAMIL NADU,Parthipan- R.,7505,AIADMK,387
TAMIL NADU,Jeyasingh Thiyagaraj Natterjee.J,7553,AIADMK,388
TAMIL NADU,P.Kumar S/O Palanivel,3952,AIADMK,389
TAMIL NADU,Prabakaran.K.R.P,7586,AIADMK,390
TAMIL NADU,V.Sathyabama,4300,AIADMK,391
TAMIL NADU,Venugopal. P. Dr.,7360,AIADMK,392
TAMIL NADU,Vanaroja R,5429,AIADMK,393
TAMIL NADU,Senguttuvan- B.,7393,AIADMK,394
TAMIL NADU,S. Rajendran,3930,AIADMK,395
TAMIL NADU,Radhakrishnan,7530,AIADMK,396
TELANGANA,Godam Nagesh,7674,TRS,397
TELANGANA,Dr. Narsaiah Boora,6377,TRS,398
TELANGANA,Konda Vishweshwar Reddy,1013,TRS,399
TELANGANA,Asaduddin Owaisi,4523,All India Majlis-E-Ittehadul Muslimeen,400
TELANGANA,Vinod Kumar Boinapally,6220,TRS,401
TELANGANA,Ponguleti Srinivasa Reddy,4529,Yuvajana Sramika Rythu Congress Party,402
TELANGANA,Prof. Azmeera Seetaram Naik,7937,TRS,403
TELANGANA,A P Jithender Reddy,4536,TRS,404
TELANGANA,Ch.Malla Reddy,7843,TDP,405
TELANGANA,Kotha Prabhakar Reddy,9854,TRS,406
TELANGANA,Nandi Yellaiah,6840,INC,407
TELANGANA,Gutha Sukhender Reddy,4547,INC,408
TELANGANA,Kalvakuntla Kavitha,6496,TRS,409
TELANGANA,Balka Suman,6467,TRS,410
TELANGANA,Bandaru Dattatreya,6420,BJP,411
TELANGANA,Kadiyam Srihari,6405,TRS,412
TELANGANA,B.B.Patil,6395,TRS,413
TRIPURA,Jitendra Choudhury,2497,CPI(M),414
TRIPURA,Sankar Prasad Datta,45,CPI(M),415
UTTAR PRADESH,Dr. Ramshankar Katheria,4916,BJP,416
UTTAR PRADESH,Devendra Singh Urf Bhole Singh,4264,BJP,417
UTTAR PRADESH,Satish Kumar,682,BJP,418
UTTAR PRADESH,Shyama Charan Gupta,8003,BJP,419
UTTAR PRADESH,Hariom,8403,BJP,420
UTTAR PRADESH,Rahul Gandhi,8022,INC,421
UTTAR PRADESH,Kanwar Singh Tanwar,3037,BJP,422
UTTAR PRADESH,Dharmendra Kumar,3051,BJP,423
UTTAR PRADESH,Mulayam Singh Yadav,9210,SP,424
UTTAR PRADESH,Dharmandra Yadav,3066,SP,425
UTTAR PRADESH,Dr. Satyapal Singh,672,BJP,426
UTTAR PRADESH,Savitri Bai Foole,8043,BJP,427
UTTAR PRADESH,Bharat Singh,9218,BJP,428
UTTAR PRADESH,Bhairon Prasad Mishra,5484,BJP,429
UTTAR PRADESH,Kamlesh Paswan,9219,BJP,430
UTTAR PRADESH,Priyanka Singh Rawat,5494,BJP,431
UTTAR PRADESH,Santosh Gangwar,3084,BJP,432
UTTAR PRADESH,Harish Chandra,8387,BJP,433
UTTAR PRADESH,Virendra Singh,8054,BJP,434
UTTAR PRADESH,Kunwar Bhartendra,1764,BJP,435
UTTAR PRADESH,Dr. Bhola Singh,1214,BJP,436
UTTAR PRADESH,Mahendra Nath,9227,BJP,437
UTTAR PRADESH,Kalraj Mishra,9684,BJP,438
UTTAR PRADESH,Rekha,5499,BJP,439
UTTAR PRADESH,Jagdambika Pal,9234,BJP,440
UTTAR PRADESH,Rajvir Singh,4277,BJP,441
UTTAR PRADESH,Ashok Kumar Doharey,4279,BJP,442
UTTAR PRADESH,Lallu Singh,8397,BJP,443
UTTAR PRADESH,Mukesh Rajput,4310,BJP,444
UTTAR PRADESH,Sadhavi Niranjan Jyoti,5512,BJP,445
UTTAR PRADESH,Babulal,4316,BJP,446
UTTAR PRADESH,Akshay Yadav,4389,SP,447
UTTAR PRADESH,Mahesh Sharma,60,BJP,448
UTTAR PRADESH,Vijay Kumar Singh,1667,BJP,449
UTTAR PRADESH,Manoj Sinha,9241,BJP,450
UTTAR PRADESH,Harinarayan Rajbhar,9249,BJP,451
UTTAR PRADESH,Kirti Vardhan Singh,8394,BJP,452
UTTAR PRADESH,Adityanath,9254,BJP,453
UTTAR PRADESH,Kunwar Pushpendra Singh,5527,BJP,454
UTTAR PRADESH,Anshul Verma,4402,BJP,455
UTTAR PRADESH,Rajesh Kumar,5018,BJP,456
UTTAR PRADESH,Bhanu Pratap Singh,5540,BJP,457
