uuid,did,cid,name,cname,designation
3770,3221,13868,Joel Evans,Gujarat Mineral Development Corporation Ltd,Company Secretary
3771,3222,13868,Joel Evans,Gujarat Mineral Development Corporation Ltd,Company Secretary
3772,3223,5420,Joeman Thomas,ONGC Videsh Ltd,Director (Explorations)
3773,3224,4162,Jogesh Bansal,Jindal Poly Films Ltd,Director
3774,3225,737,Joginder Pal Kundra,Dhunseri Petrochem & Tea Ltd,Director
3775,3226,5611,Joginder singh Juneja,Elder Pharmaceuticals Ltd,Director
3776,3227,1106,Johann Sippel,Paper Products Ltd,Director
3777,3228,514,Johannes Apitzsch,Siemens Ltd,Alternate Director
3778,3229,62,Johannes Dietsch,Bayer CropScience Ltd,Director
3779,3230,1255,John Ernest Flintham,Amtek Auto Ltd,Director
3780,3231,19969,John G Goddard,Intas Pharmaceuticals Ltd,Director
3781,3232,13036,John G Parker,Ford India Pvt Ltd,Chairman & Director
3782,3233,23220,John Hunt,United Breweries Ltd,Director
3783,3234,24769,John K Paul,Muthoot Finance Ltd,Independent Director
3784,3235,1313,John Levack,Moser Baer (India) Ltd,Nominee
3785,3236,1126,John Mathai,Kochi Refineries Ltd(merged),Director
3786,3237,23220,John Nicolson,United Breweries Ltd,Director
3787,3238,16110,John Panikar,Praxair India (P) Ltd,Chairman & Managing Director
3788,3239,14801,John Russell Fotheringham Walls,Biocon Ltd,Additional Director
3789,3240,14801,John Shaw,Biocon Ltd,Vice Chairman
3790,3241,337,John Wall,Cummins India Ltd,Director
3791,3242,12519,John William Lorimer Otty,Vodafone Digilink Ltd,Director
3792,3243,20067,John William Lorimer Otty,Vodafone Essar Mobile Services Ltd,Director
3793,3244,25940,John William Lorimer Otty,Vodafone Cellular Ltd,Director
3794,3245,24048,John William Lorimer Otty,Vodafone Essar Gujarat Ltd,Director
3795,3246,23875,Jonathan Kingsman,Shree Renuka Sugars Ltd,Director
3796,3247,13518,Jong Hwan Park,Samsung India Electronics Ltd,Additional Director
3797,3248,60,Jorge Carbajal,Bata India Ltd,Director
3798,3249,31,Jorma Antero Halonen,Ashok Leyland Ltd,Director
3799,3250,869,Jose Hernanz,Alfa-Laval (India) Ltd,Managing Director
3800,3251,475,Jose Joaquin Camero Gonzalez,Reckitt Benckiser (I) Ltd,Non Executive Director
3801,3252,12968,Joseph MAtthews,H & R Johnson (India) Ltd,Director
3802,3253,16013,Joseph NG,Escotel Mobile Communications Ltd,Director
3803,3254,3885,Jospeh Kumar,Lanco Industries Ltd,Nominee (IDBI)
3804,3255,2304,Joy Varghesh,National Aluminium Company Ltd,Director (P & A)
3805,3256,23040,Juan Villalonga Navarro,Idea Cellular Ltd,Nominee
3806,3257,1054,Jug Mohan Kapur,Sona Koyo Steering Systems Ltd,Director
3807,3258,27257,Jugal Kishore Agarwal,Adhunik Metaliks Ltd,Director
3808,3259,27257,Jugal Kishore Agarwal,Adhunik Metaliks Ltd,Director
3809,3260,3537,Jugal Kishore Arora,Kohinoor Foods Ltd,Chairman
3810,3261,1106,Jukka Moisio,Paper Products Ltd,Director
3811,3262,20600,Julio F Ribeiro,Glenmark Pharmaceuticals Ltd,Director
3812,3263,20600,Julio F Ribeiro,Glenmark Pharmaceuticals Ltd,Director
3813,3264,27802,JULIO FRANCIS RIBEIRO,Fullerton India Credit Company Ltd,Director
3814,3265,267,Junzo Sugimori,TVS Suzuki Ltd (Merged),Director
3815,3266,24610,Jurgen Hermann Fechter,Jindal Stainless Ltd,Director
3816,3267,23638,Jyoti Arora,Haryana Power Generation Corporation Ltd,Managing Director
3817,3268,23257,Jyoti Arora,Uttar Haryana Bijli Vitran Nigam Ltd,Director (Part-Time)
3818,3269,154,Jyoti Jain,Electrosteel Castings Ltd,Company Secretary
3819,3270,27660,Jyoti N Kasliwal,Brandhouse Retails Ltd,Director
3820,3271,3187,Jyoti N Kasliwal,S.Kumars Nationwide Ltd,Director
3821,3272,17136,Jyoti Prasad Bajpai,J K Cements Ltd,Director
3822,3273,288,Jyoti Sagar,Gillette India Ltd,Director
3823,3274,1577,Jyotica Makhijani,DSP Merrill Lynch Ltd,Company Secretary
3824,3275,284,Jyotin Mehta,BOC India Ltd,Director
3825,3276,664,Jyotin Mehta,ICICI Ltd (Merged),Company Secretary
3826,3277,303,Jyotindra B Mody,J B Chemicals & Pharamaceuticals Ltd,Chairman & Managing Director
3827,3278,621,Jyotsna Poddar,Zuari Industries Ltd,Whole-time Director
3828,3279,1121,Jyotsna Suri,Subros Ltd,Director
3829,3280,820,K A Krishna Rao,Lloyds Steel Industries Ltd,Director
3830,3281,12037,K A Somayajulu,Central Warehousing Corporation,Director
3831,3282,815,K Anji Reddy,Dr Reddys Laboratories Ltd,Chairman
3832,3283,43,K Aparajithan,Atul Ltd,Director
3833,3284,13869,K Aprameyan,THDC India Ltd,Director(PartTime NonOfficial)
3834,3285,856,K Arima,Denso India Ltd,Director
3835,3286,856,K Asai,Denso India Ltd,Director
3836,3287,5954,K Ashok Reddy,IVRCL Ltd,Whole-time Director
3837,3288,5954,K Ashok Reddy,IVRCL Ltd,Executive Director
3838,3289,94,K B Dadiseth,Brooke Bond Lipton India Ltd (Merged),Director
3839,3290,282,K B Dadiseth,Indian Hotels Co Ltd,Director
3840,3291,34,K B S Anand,Asian Paints Ltd,Managing Director & CEO
3841,3292,12966,K B Shyam Kumar,Gokaldas Exports Ltd,Company Secretary
3842,3293,3780,K Balarama Reddi,Nava Bharat Ventures Ltd,Director
3843,3294,5458,K Balarama Reddi,GVK Industries Ltd,Director
3844,3295,23039,K Balasubramanian,GMR Infrastructure Ltd,Additional Director
3845,3296,20314,K Balasubramanian,GMR Vemagiri Power Generation Ltd,Director
3846,3297,838,K Balasubramanian,Godavari Fertilizers & Chemicals Ltd(merged),Director
3847,3298,123,K Balasubramanian,Coromandel International Ltd,Director
3848,3299,1093,K Bharathan,Aban Offshore Ltd,Director
3849,3300,24267,K Bhaskar Rao,Progressive Constructions Ltd,Chairman & Managing Director
3850,3301,3135,K Biju George,Orchid Chemicals & Pharmaceuticals Ltd,Nominee (IDBI)
3851,3302,3897,K Biju George,Surana Industries Ltd,Nominee (IDBI)
3852,3303,1318,K C Chawla,Omax Autos Ltd,Whole-time Director
3853,3304,26813,K C Jain,Rohit Ferro Tech Ltd,Director
3854,3305,1026,K C Jain,GHCL Ltd,Nominee (IDBI)
3855,3306,329,K C Jain,Kesoram Industries Ltd,Whole-time Director
3856,3307,391,K C Mammen,MRF Ltd,Director
3857,3308,444,K C Mehra,Prakash Industries Ltd,Director
3858,3309,13501,K C Mehra,Eureka Forbes Ltd,Deputy Vice Chairman
3859,3310,20695,K C Mehra,Telco Construction Equipment Company Ltd,Director
3860,3311,23589,K C Mehta,Frigerio Conserva Allana Ltd,Director
3861,3312,1106,K C Narang,Paper Products Ltd,Director
3862,3313,16577,K C Ponnana,STCL Ltd,Managing Director
3863,3314,2297,K C Prakash,Rashtriya Chemicals & Fertilizers Ltd,Company Secretary
3864,3315,12177,K C Purohit,Nuclear Power Corporation,Director (Projects)
3865,3316,265,K C Samdani,Gulf Oil Corporation Ltd,Alternate Director
3866,3317,13397,K C Samria,Singareni Collieries Company Ltd,Director
3867,3318,13229,K C Sekhar,Garden Reach Shipbuilders & Engineers Ltd,Chairman & Managing Director
3868,3319,20099,K C Sharma,Petronet LNG Ltd,Company Secretary
3869,3320,13166,K Chandrashekar Iyer,National Buildings Construction Corporation Ltd,Part Time Non Official Ind.Dir
3870,3321,7620,K D Ghosh,REI Agro Ltd,Director
3871,3322,3049,K D Gupta,Shri Lakshmi Cotsyn Ltd,Director
3872,3323,22054,K D Kulkarni,Western Electricity Supply Co of Orissa Ltd,Director
3873,3324,1016,K Dhanavel,Titan Industries Ltd,Director
3874,3325,848,K Dhanavel,Tamil Nadu Petro Products Ltd,Director
3875,3326,346,K Duraisami,Lakshmi Machine Works Ltd,Company Secretary
3876,3327,25008,K E C Raja Kumar,Consolidated Construction Consortium Ltd,Nominee
3877,3328,28441,K G Krishnamurthy,Vascon Engineers Ltd,Director
3878,3329,4679,K G Somani,KEI Industries Ltd,Director
3879,3330,245,K G Tendulkar,Hindustan Construction Company Ltd,Director
3880,3331,110,K Ganapathy,Chettinad Cement Corporation Ltd,Director
3881,3332,16138,K Gnanadesikan,Tamilnadu State Marketing Corporation Ltd,Director
3882,3333,20051,K H Gharda,Gharda Chemicals Ltd,Chairman & Managing Director
3883,3334,3118,K H Gopal,Alok Industries Ltd,President & Company Secretary
3884,3335,22219,K H Patel,Meghmani Organics Ltd,Director
3885,3336,7947,K H Viswanathan,Welspun Corp Ltd,Director
3886,3337,24267,K Hemalatha,Progressive Constructions Ltd,Director
3887,3338,997,K J M Shetty,Loyal Textile Mills Ltd,Director
3888,3339,392,K J Mallya,Mukand Ltd,Secretary
3889,3340,23,K Jacob Thomas,Apollo Tyres Ltd,Director
3890,3341,13212,K Jagdessh Reddy,Prestige Estates Projects Ltd,Independent Director
3891,3342,22933,K Jaishankar,Tech Pacific (India) Ltd,Director
3892,3343,28334,K Jalandhar Reddy,KNR Constructions Ltd,Executive Director
3893,3344,28334,K Jalandhar Reddy,KNR Constructions Ltd,Executive Director
3894,3345,23238,K Jayabharath Reddy,Lanco Kondapalli Power Private Ltd,Director
3895,3346,24769,K John Mathew,Muthoot Finance Ltd,Independent Director
3896,3347,5135,K K Agarwal,Alps Industries Ltd,Chairman
3897,3348,102,K K Bangur,Graphite India Ltd,Chairman
3898,3349,13819,K K Chaudhuri,Manaksia Ltd,Director
3899,3350,1742,K K Dastur,Godrej Industries Ltd,Director
3900,3351,2290,K K Gupta,Bharat Petroleum Corporation Ltd,Executive Director (Marketing)
3901,3352,2334,K K Gupta,ITI Ltd,Director (Production)
3902,3353,20703,K K Gupta,Indraprastha Gas Ltd,Director
3903,3354,20058,K K Hazari,Triveni Engineering and Industries Ltd,Director
3904,3355,2275,K K Hazari,Triveni Engineering & Industries Ltd (Merged),Director
3905,3356,17532,K K Jha,Airports Authority of India,Director
3906,3357,1291,K K Khandelwal,Jindal Drilling & Industries Ltd,Director
3907,3358,3041,K K Khanna,Monnet Ispat & Energy Ltd,Executive Director
3908,3359,23427,K K Kohli,Orient Craft Ltd,Joint Managing Director
3909,3360,307,K K Kohli,Jagatjit Industries Ltd,Company Secretary
3910,3361,227,K K Maheshwari,Grasim Industries Ltd,Managing Director
3911,3362,3306,K K Malhotra,Reliance Petroleum Ltd (Merged),Director
3912,3363,5326,K K Mehta,Competent Automobiles Ltd,Whole-time Director
3913,3364,657,K K Modi,Godfrey Phillips India Ltd,President & Executive Director
3914,3365,12360,K K Modi,Indofil Industries Ltd,Chairman & Managing Director
3915,3366,445,K K Narula,Surya Roshni Ltd,Director
3916,3367,94,K K Nayar,Brooke Bond Lipton India Ltd (Merged),Director
3917,3368,3306,K K Nayyar,Reliance Petroleum Ltd (Merged),Nominee (ICICI)
3918,3369,3480,K K Patel,Nirma Ltd,Chairman
3919,3370,23244,K K Rai,ISMT Ltd,Director
3920,3371,525,K K Rajagopalan,Southern Petrochemicals Industries Corporation Ltd,Addi.Direct. & Whole Time Dire
3921,3372,3898,K K Saberwal,Hindustan Copper Ltd,Director (Finance)
3922,3373,208,K K Saraf,Greaves Cotton Ltd,Executive VP & CS
3923,3374,1140,K K Sarda,Sarda Energy & Minerals Ltd,Chairman & Managing Director
3924,3375,14705,K K Shrivastava,South Eastern Coalfields Ltd,Director (Personnel)
3925,3376,15841,K K Sinha,Handicrafts & Handlooms Exports Corp Of India Ltd,Chairman & Managing Director
3926,3377,12607,K K Srivastava,Container Corporation Of India Ltd,Part Time Chairman
3927,3378,2957,K K Unni,Micro Inks Ltd,Alternate Director
3928,3379,1320,K Kannan,Patel Engineering Ltd,Director
3929,3380,5423,K Kannan,Indian Iron & Steel Company Ltd,Director (Special - BIFR)
3930,3381,857,K Karunakar Rao,Sree Rayalaseema Alkalies & Allied Chemicals Ltd,Executive Director & CEO
3931,3382,5671,K Kavarana,Tata Projects Ltd,Director
3932,3383,20695,K Kimura,Telco Construction Equipment Company Ltd,Director
3933,3384,21196,K Krishna Rao,Steel Exchange India Ltd,Director
3934,3385,607,K L Chandak,West Coast Paper Mills Ltd,Executive Director
3935,3386,14222,K L Chugh,Gati Ltd,Chairman
3936,3387,2334,K L Dhingra,ITI Ltd,Chairman & Managing Director
3937,3388,25350,K L Makkar,National Agricultural Co-Op Mktg Fedn of India,Director
3938,3389,13166,K L Mehrotra,National Buildings Construction Corporation Ltd,Part Time Non Official Ind.Dir
3939,3390,808,K L Rathi,Sudarshan Chemical Industries Ltd,Executive Chairman
3940,3391,12399,K L Singh,Indian Farmers Fertilizer Cooperative Ltd,Director (Technical)
3941,3392,5600,K L Tilakchand,Surana Corporation Ltd,Director
3942,3393,3546,K L Varma,Vakrangee Softwares Ltd,Director
3943,3394,16083,K Lal Naghinglova,North Eastern Electric Power Corporation Ltd,Director (Part-Time)
3944,3395,4335,K Lall,Lloyd Electric & Engineering Ltd,Director
3945,3396,1054,K M Deshmukh,Sona Koyo Steering Systems Ltd,Deputy Managing Director
3946,3397,16355,K M Goenka,Schreiber Dynamix Dairies Ltd,Chairman
3947,3398,19440,K M Gupta,PPN Power Generating Company Pvt Ltd,Director
3948,3399,1093,K M Jaya Rao,Aban Offshore Ltd,Nominee (ICICI)
3949,3400,22868,K M Lal,Ramsarup Industries Ltd,Director
3950,3401,12420,K M Lal,Panacea Biotec Ltd,Director
3951,3402,12420,K M Lal,Panacea Biotec Ltd,Director
3952,3403,391,K M Mammen,MRF Ltd,Chairman & Managing Director
3953,3404,391,K M Philip,MRF Ltd,Whole-time Director
3954,3405,7927,K M S Nambiar,Ind-Swift Laboratories Ltd,Director
3955,3406,4123,K M S Nambiar,Ind-Swift Ltd,Director
3956,3407,25353,K M Sahni,Tata Power Delhi Distribution Ltd,Nominee
3957,3408,26626,K M Singh,Narmada Hydroelectric Development Corporation Ltd,Whole-time Director
3958,3409,12055,K M Unni,Air India Ltd(merged),Director (Engineering)
3959,3410,538,K Mahesh,Sundaram Clayton Ltd,Director
3960,3411,5466,K Matsumoto,Toyo Engineering India Ltd,Director
3961,3412,5342,K Mohanram Pai,Asian Star Company Ltd,Director
3962,3413,3348,K Mukhopadhyay,SPML Infra Ltd,Director
3963,3414,2496,K Murali,Mangalore Refinery And Petrochemicals Ltd,Director
3964,3415,1908,K Murali Mohan,Pricol Ltd,Director
3965,3416,2305,K Murli,Hindustan Petroleum Corporation Ltd,Director (Refineries)
3966,3417,1252,K N Atmaramani,Finolex Industries Ltd,Director
3967,3418,976,K N Bhandari,Su-Raj Diamonds & Jewellery Ltd,Director
3968,3419,252,K N Bhandari,Hindalco Industries Ltd,Director
3969,3420,4857,K N Bhandari,KSL and Industries Ltd,Director
3970,3421,28695,K N Mehra,PNC Infratech Ltd,Company Secretary
3971,3422,24949,K N Memani,H T Media Ltd,Director
3972,3423,6423,K N Memani,Emami Ltd,Director
3973,3424,14027,K N Memani,National Engineering Industries Ltd,Director
3974,3425,535,K N Memani,JK Lakshmi Cement Ltd,Director
3975,3426,3029,K N Memani,Chambal Fertilisers & Chemicals Ltd,Director
3976,3427,6890,K N Memani,DLF Ltd,Director
3977,3428,6890,K N Memani,DLF Ltd,Director
3978,3429,251,K N Memani,HEG Ltd,Director
3979,3430,12380,K N Mukhopadhyay,Bharat Coking Coal Ltd,Company Secretary
3980,3431,16166,K N Petigara,Godrej Agrovet Ltd,Director
3981,3432,16166,K N Petigara,Godrej Agrovet Ltd,Director
3982,3433,1742,K N Petigara,Godrej Industries Ltd,Director
3983,3434,3897,K N Prithviraj,Surana Industries Ltd,Director
3984,3435,2304,K N Ravindra,National Aluminium Company Ltd,Company Secretary
3985,3436,25169,K N Sharma,M D Overseas Ltd,Director
3986,3437,2141,K N Shenoy,EMCO Ltd,Director
3987,3438,24038,K N Singal,Delhi Assam Roadways Corporation Ltd,Director (Finance)
3988,3439,197,K N Subramaniam,Federal-Mogul Goetze (India) Ltd,Chairman & Director
3989,3440,28009,K N V Ramani,K P R Mill Ltd,Director
3990,3441,27753,K N Venkatasubramanian,Time Technoplast Ltd,Chairman
3991,3442,27753,K N Venkatasubramanian,Time Technoplast Ltd,Chairman
3992,3443,265,K N Venkatasubramanian,Gulf Oil Corporation Ltd,Director
3993,3444,21281,K N Venkatasubramanian,Adani Ports & Special Economic Zone Ltd,Director
3994,3445,5302,K N Venkatasubramanian,Essar Oil Ltd,Director
3995,3446,4248,K Narasimha Murthy,LIC Housing Finance Ltd,Director
3996,3447,28334,K Narasimha Reddy,KNR Constructions Ltd,Managing Director
3997,3448,28334,K Narasimha Reddy,KNR Constructions Ltd,Managing Director
3998,3449,4666,K Nithyananda Reddy,Aurobindo Pharma Ltd,Vice Chairman
3999,3450,24986,K P Angamuthu,Suguna Poultry Farm Ltd,Whole-time Director
4000,3451,24882,K P Balaraj,Firstsource Solutions Ltd,Nominee
4001,3452,15618,K P Balaraj,Amalgamated Bean Coffee Trading Company Ltd,Director
4002,3453,14027,K P Chaudhary,National Engineering Industries Ltd,Company Secretary
4003,3454,23108,K P Chaudhary,GMMCO Ltd,Director
4004,3455,1252,K P Chhabria,Finolex Industries Ltd,Executive Vice Chairman
4005,3456,28009,K P D Sigamani,K P R Mill Ltd,Managing Director
4006,3457,270,K P Nair,India Cements Ltd,Nominee (IBDI)
4007,3458,94,K P Ponnapa,Brooke Bond Lipton India Ltd (Merged),Director
4008,3459,465,K P Prabhakaran Nair,Rallis India Ltd,Director
4009,3460,28009,K P Ramasamy,K P R Mill Ltd,Chairman
4010,3461,6890,K P Singh,DLF Ltd,Chairman
4011,3462,6890,K P Singh,DLF Ltd,Chairman
4012,3463,2153,K P Singh,Radico Khaitan Ltd,Whole-time Director
4013,3464,368,K Prabhakar Rao,Mangalore Chemicals & Fertilizers Ltd,Whole-time Director
4014,3465,1909,K R Modi,Rolta India Ltd,Director
4015,3466,3118,K R Modi,Alok Industries Ltd,Director
4016,3467,104,K R Podar,CEAT Ltd,Director
4017,3468,1742,K R Rajput,Godrej Industries Ltd,Company Secretary
4018,3469,2061,K R Ramamoorthy,Nilkamal Ltd,Director
4019,3470,1121,K R Ramamoorthy,Subros Ltd,Director
4020,3471,23039,K R Ramamoorthy,GMR Infrastructure Ltd,Independent Director
4021,3472,16996,K R Ravishankar,Strides Arcolab Ltd,Director
4022,3473,2296,K R S Murthy,CMC Ltd,Director
4023,3474,21241,K R S Murthy,National Stock Exchange Of India Ltd,Director
4024,3475,1196,K R Thakur,Jyoti Structures Ltd,Whole-time Director
4025,3476,3135,K Raghavendra Rao,Orchid Chemicals & Pharmaceuticals Ltd,Chairman & Managing Director
4026,3477,3148,K Raghuraman,IFCI Ltd,Director
4027,3478,4666,K Ragunathan,Aurobindo Pharma Ltd,Chairman
4028,3479,2089,K Rahul Raju,Nagarjuna Fertilizers & Chemicals Ltd (Merged),Joint Managing Director
4029,3480,24429,K Rajagopal,Ennore Coke Ltd,Company Secretary
4030,3481,3885,K Rajendra Prasad,Lanco Industries Ltd,Nominee (APIDC)
4031,3482,24937,K Ramachandran Pillai,National Textile Corpn. (South Maharashtra) Ltd,Chairman
4032,3483,12204,K Ramachandran Pillai,National Textile Corporation Ltd,Chairman & Managing Director
4033,3484,12115,K Ramchandran Pillai,Cotton Corporation Of India Ltd,Director
4034,3485,539,K Ramesh,Sundram Fasteners Ltd,Director
4035,3486,4133,K Ramireddy,Southern Power Distribution Company of AP Ltd,Director
4036,3487,5575,K Ranganath,Mahanadi Coalfields Ltd,Director (Part-Time)
4037,3488,5508,K Ranganath,Kudremukh Iron & Steel Company Ltd,Chairman & Managing Director
4038,3489,12546,K Ranganath,KIOCL Ltd,Chairman & Managing Director
4039,3490,513,K Ravichandra,SRF Ltd,Director(Safety & Environment)
4040,3491,435,K S B Sanyal,Phillips Carbon Black Ltd,Director
4041,3492,8029,K S Bajpai,TVS Motor Company Ltd,Director
4042,3493,3173,K S Chouhan,Sanwaria Agro Oils Ltd,Director
4043,3494,12076,K S Gill,SJVN Ltd,Independent Director
4044,3495,5420,K S Jamestin,ONGC Videsh Ltd,Director (Part-Time)
4045,3496,6068,K S Jamestin,Oil & Natural Gas Corpn Ltd,Director (Human Resources)
4046,3497,2997,K S Kamath,Shah Alloys Ltd,Joint Managing Director
4047,3498,13397,K S Kropha,Singareni Collieries Company Ltd,Director
4048,3499,942,K S Maini,Nahar Spinning Mills Ltd,Director
4049,3500,1186,K S Maini,Nahar Industrial Enterprises Ltd,Director
4050,3501,20561,K S Mehta,Transport Corporation of India Ltd,Director
4051,3502,12010,K S Rajasekhara Rao,Electronics Corporation Of India Ltd,Chairman & Managing Director
4052,3503,14705,K S Rajashekar,South Eastern Coalfields Ltd,Company Secretary
4053,3504,12059,K S Raju,NMDC Ltd,Director
4054,3505,2089,K S Raju,Nagarjuna Fertilizers & Chemicals Ltd (Merged),Chairman & Managing Director
4055,3506,24986,K S Ramesh,Suguna Poultry Farm Ltd,Director
4056,3507,12212,K S Shankar,Rashtriya Ispat Nigam Ltd,Director (Finance)
4057,3508,8029,K S Srinivasan,TVS Motor Company Ltd,Company Secretary
4058,3509,13023,K S Thanarajan,Hatsun Agro Product Ltd,Joint Managing Director
4059,3510,28009,K Sabapathy,K P R Mill Ltd,Director
4060,3511,21188,K Satyanarayana,Divis Laboratories Ltd,Director
4061,3512,862,K Savagaon,Vippy Industries Ltd,Director
4062,3513,357,K Selvanayagam,Madras Cements Ltd,Company Secretary
4063,3514,12416,K Seshadri,Lucas - TVS Ltd,Director
4064,3515,3306,K Sethuraman,Reliance Petroleum Ltd (Merged),Vice President & CS
4065,3516,476,K Sethuraman,Reliance Industries Ltd,Company Secretary
4066,3517,6207,K Sethuraman,Reliance Enterprises Ltd,Director
